Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS CENDERAWASIH,PEND. BIOLOGI,20,10,100.0
UNIVERSITAS JAMBI,PEND. BIOLOGI,54,179,30.17
UNIVERSITAS KHAIRUN,PEND. BIOLOGI,32,39,82.05
UNIVERSITAS LAMBUNG MANGKURAT,PEND. BIOLOGI,50,100,50.0
UNIVERSITAS LAMPUNG,PEND. BIOLOGI,61,325,18.77
UNIVERSITAS NEGERI MANADO,PEND. BIOLOGI,36,48,75.0
UNIVERSITAS NEGERI SURABAYA,PEND. BIOLOGI,45,492,9.15
UNIVERSITAS NUSA CENDANA,PEND. BIOLOGI,41,105,39.05
UNIVERSITAS PALANGKARAYA,PEND. BIOLOGI,20,62,32.26
UNIVERSITAS PATTIMURA,PEND. BIOLOGI,36,44,81.82
UNIVERSITAS RIAU,PEND. BIOLOGI,32,346,9.25
UNIVERSITAS SULAWESI BARAT,PEND. BIOLOGI,70,103,67.96
UNIVERSITAS TADULAKO,PEND. BIOLOGI,65,115,56.52
UNIVERSITAS TANJUNGPURA,PEND. BIOLOGI,38,143,26.57
UNIVERSITAS TIMOR,PEND. BIOLOGI,60,53,100.0
