Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,TEKNOLOGI HASIL PERIKANAN,42,341,12.32
UNIVERSITAS BORNEO TARAKAN,TEKNOLOGI HASIL PERIKANAN,32,30,100.0
UNIVERSITAS BRAWIJAYA,TEKNOLOGI HASIL PERIKANAN,64,248,25.81
UNIVERSITAS DIPONEGORO,TEKNOLOGI HASIL PERIKANAN,36,251,14.34
UNIVERSITAS GADJAH MADA,TEKNOLOGI HASIL PERIKANAN,21,153,13.73
UNIVERSITAS HALUOLEO,TEKNOLOGI HASIL PERIKANAN,24,7,100.0
UNIVERSITAS HASANUDDIN,TEKNOLOGI HASIL PERIKANAN,30,0,100.0
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI HASIL PERIKANAN,30,82,36.59
UNIVERSITAS MARITIM RAJA ALI HAJI,TEKNOLOGI HASIL PERIKANAN,32,25,100.0
UNIVERSITAS MULAWARMAN,TEKNOLOGI HASIL PERIKANAN,32,51,62.75
UNIVERSITAS NEGERI GORONTALO,TEKNOLOGI HASIL PERIKANAN,70,28,100.0
UNIVERSITAS PALANGKARAYA,TEKNOLOGI HASIL PERIKANAN,37,17,100.0
UNIVERSITAS RIAU,TEKNOLOGI HASIL PERIKANAN,48,197,24.37
UNIVERSITAS SAM RATULANGI,TEKNOLOGI HASIL PERIKANAN,25,20,100.0
UNIVERSITAS SRIWIJAYA,TEKNOLOGI HASIL PERIKANAN,50,97,51.55
