Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BANGKA BELITUNG,ILMU KELAUTAN,25,79,31.65
UNIVERSITAS BENGKULU,ILMU KELAUTAN,40,121,33.06
UNIVERSITAS BRAWIJAYA,ILMU KELAUTAN,64,347,18.44
UNIVERSITAS CENDERAWASIH,ILMU KELAUTAN,20,5,100.0
UNIVERSITAS DIPONEGORO,ILMU KELAUTAN,60,455,13.19
UNIVERSITAS HALUOLEO,ILMU KELAUTAN,24,21,100.0
UNIVERSITAS HASANUDDIN,ILMU KELAUTAN,105,203,51.72
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,ILMU KELAUTAN,28,94,29.79
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU KELAUTAN,40,465,8.6
UNIVERSITAS KHAIRUN,ILMU KELAUTAN,24,22,100.0
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KELAUTAN,30,56,53.57
UNIVERSITAS LAMPUNG,ILMU KELAUTAN,25,66,37.88
UNIVERSITAS MALIKUSSALEH,ILMU KELAUTAN,24,54,44.44
UNIVERSITAS MARITIM RAJA ALI HAJI,ILMU KELAUTAN,32,49,65.31
UNIVERSITAS MATARAM,ILMU KELAUTAN,50,40,100.0
UNIVERSITAS MULAWARMAN,ILMU KELAUTAN,32,66,48.48
UNIVERSITAS PADJADJARAN,ILMU KELAUTAN,42,507,8.28
UNIVERSITAS PAPUA,ILMU KELAUTAN,16,2,100.0
UNIVERSITAS RIAU,ILMU KELAUTAN,48,223,21.52
UNIVERSITAS SAM RATULANGI,ILMU KELAUTAN,60,44,100.0
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,ILMU KELAUTAN,36,13,100.0
UNIVERSITAS SRIWIJAYA,ILMU KELAUTAN,60,153,39.22
UNIVERSITAS SYIAH KUALA,ILMU KELAUTAN,81,152,53.29
UNIVERSITAS TANJUNGPURA,ILMU KELAUTAN,30,44,68.18
UNIVERSITAS TEUKU UMAR,ILMU KELAUTAN,20,47,42.55
UNIVERSITAS TRUNOJOYO MADURA,ILMU KELAUTAN,68,131,51.91
UNIVERSITAS UDAYANA,ILMU KELAUTAN,40,166,24.1
