Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS NEGERI PADANG,ADMINISTRASI PENDIDIKAN,54,656,8.23
UNIVERSITAS NEGERI PADANG,AKUNTANSI (NK),40,1094,3.66
UNIVERSITAS NEGERI PADANG,ANIMASI,24,136,17.65
UNIVERSITAS NEGERI PADANG,BAHASA & SASTRA INDONESIA (NK),54,407,13.27
UNIVERSITAS NEGERI PADANG,BAHASA & SASTRA INGGRIS (NK),40,557,7.18
UNIVERSITAS NEGERI PADANG,BIMBINGAN DAN KONSELING,61,870,7.01
UNIVERSITAS NEGERI PADANG,BIOLOGI (NK),63,242,26.03
UNIVERSITAS NEGERI PADANG,DISAIN KOM. VISUAL (NK),56,339,16.52
UNIVERSITAS NEGERI PADANG,EKONOMI PEMBANGUNAN (NK),72,611,11.78
UNIVERSITAS NEGERI PADANG,FISIKA (NK),54,73,73.97
UNIVERSITAS NEGERI PADANG,GEOGRAFI (NK),51,309,16.5
UNIVERSITAS NEGERI PADANG,ILMU ADMINISTRASI NEGARA (NK),121,1810,6.69
UNIVERSITAS NEGERI PADANG,ILMU KEOLAHRAGAAN (NK),90,64,100.0
UNIVERSITAS NEGERI PADANG,INFORMATIKA,21,528,3.98
UNIVERSITAS NEGERI PADANG,KIMIA (NK),70,208,33.65
UNIVERSITAS NEGERI PADANG,MANAJEMEN (NK),72,2262,3.18
UNIVERSITAS NEGERI PADANG,MANAJEMEN PERHOTELAN (NK),72,1116,6.45
UNIVERSITAS NEGERI PADANG,MATEMATIKA (NK),47,160,29.38
UNIVERSITAS NEGERI PADANG,PEND. GURU PENDIDIKAN ANAK USIA DINI,76,553,13.74
UNIVERSITAS NEGERI PADANG,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),45,370,12.16
UNIVERSITAS NEGERI PADANG,PEND. TEKNIK INFORMATIKA DAN KOMPUTER,47,598,7.86
UNIVERSITAS NEGERI PADANG,PENDD. BHS & SAST. INDO. & DAERAH,79,541,14.6
UNIVERSITAS NEGERI PADANG,PENDD. BHS INGGRIS,67,552,12.14
UNIVERSITAS NEGERI PADANG,PENDD. KEPELATIHAN OLAHRAGA,126,409,30.81
UNIVERSITAS NEGERI PADANG,PENDD. KESEJAHTERAAN KELUARGA,76,622,12.22
UNIVERSITAS NEGERI PADANG,PENDIDIKAN BAHASA JEPANG,34,135,25.19
UNIVERSITAS NEGERI PADANG,PENDIDIKAN BIOLOGI,67,354,18.93
UNIVERSITAS NEGERI PADANG,PENDIDIKAN EKONOMI,72,278,25.9
UNIVERSITAS NEGERI PADANG,PENDIDIKAN FISIKA,83,144,57.64
UNIVERSITAS NEGERI PADANG,PENDIDIKAN GEOGRAFI,43,211,20.38
UNIVERSITAS NEGERI PADANG,PENDIDIKAN ILMU PENGETAHUAN ALAM,67,173,38.73
UNIVERSITAS NEGERI PADANG,PENDIDIKAN KEAGAMAAN ISLAM,67,564,11.88
UNIVERSITAS NEGERI PADANG,PENDIDIKAN KIMIA,74,215,34.42
UNIVERSITAS NEGERI PADANG,PENDIDIKAN LUAR BIASA,108,451,23.95
UNIVERSITAS NEGERI PADANG,PENDIDIKAN LUAR SEKOLAH,56,193,29.02
UNIVERSITAS NEGERI PADANG,PENDIDIKAN MATEMATIKA,79,445,17.75
UNIVERSITAS NEGERI PADANG,PENDIDIKAN MUSIK,27,43,62.79
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SEJARAH,65,307,21.17
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SENDRATASIK,79,157,50.32
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SENI RUPA,56,87,64.37
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,76,588,12.93
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TARI,31,67,46.27
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK BANGUNAN,29,89,32.58
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK ELEKTRO,29,212,13.68
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK ELEKTRONIKA,30,65,46.15
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK MESIN,44,145,30.34
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK OTOMOTIF,49,196,25.0
UNIVERSITAS NEGERI PADANG,PENJASKESREK,189,424,44.58
UNIVERSITAS NEGERI PADANG,PERPUSTAKAAN DAN ILMU INFORMASI,31,903,3.43
UNIVERSITAS NEGERI PADANG,PGSD (PENDIDIKAN GURU SEKOLAH DASAR),175,3608,4.85
UNIVERSITAS NEGERI PADANG,PSIKOLOGI,112,1452,7.71
UNIVERSITAS NEGERI PADANG,STATISTIKA (NK),34,205,16.59
UNIVERSITAS NEGERI PADANG,TATA RIAS DAN KECANTIKAN (NK),45,467,9.64
UNIVERSITAS NEGERI PADANG,TEKNIK ELEKTRO INDUSTRI (NK),29,436,6.65
UNIVERSITAS NEGERI PADANG,TEKNIK MESIN (NK),32,397,8.06
UNIVERSITAS NEGERI PADANG,TEKNIK PERTAMBANGAN (NK),36,554,6.5
UNIVERSITAS NEGERI PADANG,TEKNIK SIPIL,29,803,3.61
UNIVERSITAS NEGERI PADANG,TEKNOLOGI PENDIDIKAN,62,439,14.12
