Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ADMINISTRASI PUBLIK,91,590,15.42
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,AGROTEKNOLOGI,36,253,14.23
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,BAHASA DAN SASTRA INGGRIS,108,643,16.8
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,BIOLOGI,36,187,19.25
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,FISIKA,19,58,32.76
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU HUKUM,72,586,12.29
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU KOM. KONST. HUMAS,55,485,11.34
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU KOM. KONST. JURNALISTIK,72,615,11.71
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU POLITIK,36,160,22.5
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,KIMIA,36,185,19.46
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,MANAJEMEN,91,1155,7.88
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,MATEMATIKA,36,211,17.06
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,PSIKOLOGI,80,1092,7.33
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,SOSIOLOGI,91,300,30.33
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,TEKNIK ELEKTRO,36,248,14.52
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,TEKNIK INFORMATIKA,55,830,6.63
