Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS SEBELAS MARET,AGRIBISNIS,36,1226,2.94
UNIVERSITAS SEBELAS MARET,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,54,919,5.88
UNIVERSITAS SEBELAS MARET,AKUNTANSI,72,1898,3.79
UNIVERSITAS SEBELAS MARET,ARSITEKTUR,36,1250,2.88
UNIVERSITAS SEBELAS MARET,BIMBINGAN DAN KONSELING,24,738,3.25
UNIVERSITAS SEBELAS MARET,BIOLOGI,27,336,8.04
UNIVERSITAS SEBELAS MARET,DEMOGRAFI DAN PENCATATAN SIPIL,45,0,100.0
UNIVERSITAS SEBELAS MARET,DESAIN INTERIOR,18,382,4.71
UNIVERSITAS SEBELAS MARET,DESAIN KOMUNIKASI VISUAL,30,716,4.19
UNIVERSITAS SEBELAS MARET,EKONOMI PEMBANGUNAN,72,1110,6.49
UNIVERSITAS SEBELAS MARET,FARMASI,18,1581,1.14
UNIVERSITAS SEBELAS MARET,FISIKA,30,121,24.79
UNIVERSITAS SEBELAS MARET,HUBUNGAN INTERNASIONAL,20,665,3.01
UNIVERSITAS SEBELAS MARET,ILMU ADMINISTRASI NEGARA,31,1200,2.58
UNIVERSITAS SEBELAS MARET,ILMU DAN TEKNOLOGI PANGAN,30,1211,2.48
UNIVERSITAS SEBELAS MARET,ILMU HUKUM,135,2679,5.04
UNIVERSITAS SEBELAS MARET,ILMU KOMUNIKASI,30,1871,1.6
UNIVERSITAS SEBELAS MARET,ILMU LINGKUNGAN,24,391,6.14
UNIVERSITAS SEBELAS MARET,ILMU SEJARAH,23,277,8.3
UNIVERSITAS SEBELAS MARET,ILMU TANAH,36,533,6.75
UNIVERSITAS SEBELAS MARET,INFORMATIKA,24,1722,1.39
UNIVERSITAS SEBELAS MARET,KEDOKTERAN,63,3924,1.61
UNIVERSITAS SEBELAS MARET,KESELAMATAN DAN KESEHATAN KERJA,36,0,100.0
UNIVERSITAS SEBELAS MARET,KIMIA,24,292,8.22
UNIVERSITAS SEBELAS MARET,KRIYA SENI (DESAIN TEKSTIL),23,83,27.71
UNIVERSITAS SEBELAS MARET,MANAJEMEN,72,2472,2.91
UNIVERSITAS SEBELAS MARET,MATEMATIKA,24,544,4.41
UNIVERSITAS SEBELAS MARET,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",24,987,2.43
UNIVERSITAS SEBELAS MARET,PEND. GURU PEND ANAK USIA DINI (PG-PAUD),24,281,8.54
UNIVERSITAS SEBELAS MARET,PEND. GURU SEKOLAH DASAR (PGSD) KEBUMEN,36,434,8.29
UNIVERSITAS SEBELAS MARET,PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA,51,1379,3.7
UNIVERSITAS SEBELAS MARET,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),21,338,6.21
UNIVERSITAS SEBELAS MARET,PENDIDIKAN ADMINISTRASI PERKANTORAN,26,637,4.08
UNIVERSITAS SEBELAS MARET,PENDIDIKAN AKUNTANSI,18,398,4.52
UNIVERSITAS SEBELAS MARET,PENDIDIKAN BAHASA INGGRIS,24,560,4.29
UNIVERSITAS SEBELAS MARET,PENDIDIKAN BAHASA JAWA,24,355,6.76
UNIVERSITAS SEBELAS MARET,PENDIDIKAN BIOLOGI,27,359,7.52
UNIVERSITAS SEBELAS MARET,PENDIDIKAN EKONOMI,36,440,8.18
UNIVERSITAS SEBELAS MARET,PENDIDIKAN FISIKA,24,151,15.89
UNIVERSITAS SEBELAS MARET,PENDIDIKAN GEOGRAFI,24,276,8.7
UNIVERSITAS SEBELAS MARET,PENDIDIKAN IPA,24,293,8.19
