Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,TEKNOLOGI HASIL PERIKANAN,S1,42,341,12.32
UNIVERSITAS BORNEO TARAKAN,TEKNOLOGI HASIL PERIKANAN,S1,32,30,100.0
UNIVERSITAS BRAWIJAYA,TEKNOLOGI HASIL PERIKANAN,S1,64,248,25.81
UNIVERSITAS DIPONEGORO,TEKNOLOGI HASIL PERIKANAN,S1,36,251,14.34
UNIVERSITAS GADJAH MADA,TEKNOLOGI HASIL PERIKANAN,S1,21,153,13.73
UNIVERSITAS HALUOLEO,TEKNOLOGI HASIL PERIKANAN,S1,24,7,100.0
UNIVERSITAS HASANUDDIN,TEKNOLOGI HASIL PERIKANAN,S1,30,0,100.0
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI HASIL PERIKANAN,S1,30,82,36.59
UNIVERSITAS MARITIM RAJA ALI HAJI,TEKNOLOGI HASIL PERIKANAN,S1,32,25,100.0
UNIVERSITAS MULAWARMAN,TEKNOLOGI HASIL PERIKANAN,S1,32,51,62.75
UNIVERSITAS NEGERI GORONTALO,TEKNOLOGI HASIL PERIKANAN,S1,70,28,100.0
UNIVERSITAS PALANGKARAYA,TEKNOLOGI HASIL PERIKANAN,S1,37,17,100.0
UNIVERSITAS RIAU,TEKNOLOGI HASIL PERIKANAN,S1,48,197,24.37
UNIVERSITAS SAM RATULANGI,TEKNOLOGI HASIL PERIKANAN,S1,25,20,100.0
UNIVERSITAS SRIWIJAYA,TEKNOLOGI HASIL PERIKANAN,S1,50,97,51.55
