Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK GEOFISIKA,30,301,9.97
INSTITUT TEKNOLOGI SUMATERA,TEKNIK GEOFISIKA,102,152,67.11
UNIVERSITAS BRAWIJAYA,TEKNIK GEOFISIKA,40,250,16.0
UNIVERSITAS CENDERAWASIH,TEKNIK GEOFISIKA,20,4,100.0
UNIVERSITAS HALUOLEO,TEKNIK GEOFISIKA,24,24,100.0
UNIVERSITAS JAMBI,TEKNIK GEOFISIKA,36,28,100.0
UNIVERSITAS LAMPUNG,TEKNIK GEOFISIKA,56,78,71.79
UNIVERSITAS PATTIMURA,TEKNIK GEOFISIKA,14,18,77.78
UNIVERSITAS SYIAH KUALA,TEKNIK GEOFISIKA,36,76,47.37
"UPN ""VETERAN"" YOGYAKARTA",TEKNIK GEOFISIKA,45,147,30.61
