Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,FISIKA,S1,35,226,15.49
INSTITUT TEKNOLOGI KALIMANTAN,FISIKA,S1,16,50,32.0
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,FISIKA,S1,60,153,39.22
INSTITUT TEKNOLOGI SUMATERA,FISIKA,S1,29,23,100.0
UNIVERSITAS AIRLANGGA,FISIKA,S1,24,86,27.91
UNIVERSITAS ANDALAS,FISIKA,S1,48,102,47.06
UNIVERSITAS BANGKA BELITUNG,FISIKA,S1,20,13,100.0
UNIVERSITAS BENGKULU,FISIKA,S1,50,26,100.0
UNIVERSITAS BRAWIJAYA,FISIKA,S1,40,123,32.52
UNIVERSITAS CENDERAWASIH,FISIKA,S1,20,3,100.0
UNIVERSITAS DIPONEGORO,FISIKA,S1,56,161,34.78
UNIVERSITAS GADJAH MADA,FISIKA,S1,25,184,13.59
UNIVERSITAS HALUOLEO,FISIKA,S1,28,14,100.0
UNIVERSITAS HASANUDDIN,FISIKA,S1,63,78,80.77
UNIVERSITAS INDONESIA,FISIKA,S1,30,158,18.99
UNIVERSITAS ISLAM NEGERI JAKARTA,FISIKA,S1,32,61,52.46
UNIVERSITAS ISLAM NEGERI MALANG,FISIKA,S1,75,46,100.0
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,FISIKA,S1,48,22,100.0
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,FISIKA,S1,19,58,32.76
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,FISIKA,S1,24,36,66.67
UNIVERSITAS ISLAM NEGERI WALISONGO,FISIKA,S1,32,12,100.0
UNIVERSITAS JAMBI,FISIKA,S1,36,17,100.0
UNIVERSITAS JEMBER,FISIKA,S1,44,67,65.67
UNIVERSITAS JENDERAL SOEDIRMAN,FISIKA,S1,36,118,30.51
UNIVERSITAS LAMBUNG MANGKURAT,FISIKA,S1,30,23,100.0
UNIVERSITAS LAMPUNG,FISIKA,S1,75,81,92.59
UNIVERSITAS MATARAM,FISIKA,S1,40,32,100.0
UNIVERSITAS MULAWARMAN,FISIKA,S1,18,24,75.0
UNIVERSITAS NEGERI GORONTALO,FISIKA,S1,10,9,100.0
UNIVERSITAS NEGERI JAKARTA,FISIKA,S1,36,106,33.96
UNIVERSITAS NEGERI MAKASSAR,FISIKA,S1,15,38,39.47
UNIVERSITAS NEGERI MALANG,FISIKA,S1,54,129,41.86
UNIVERSITAS NEGERI MEDAN,FISIKA,S1,44,101,43.56
UNIVERSITAS NEGERI SEMARANG,FISIKA,S1,20,103,19.42
UNIVERSITAS NEGERI SURABAYA,FISIKA,S1,31,127,24.41
UNIVERSITAS NEGERI YOGYAKARTA,FISIKA,S1,36,153,23.53
UNIVERSITAS NUSA CENDANA,FISIKA,S1,36,26,100.0
UNIVERSITAS PADJADJARAN,FISIKA,S1,24,171,14.04
UNIVERSITAS PALANGKARAYA,FISIKA,S1,15,9,100.0
UNIVERSITAS PAPUA,FISIKA,S1,16,1,100.0
UNIVERSITAS PATTIMURA,FISIKA,S1,45,5,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,FISIKA,S1,21,80,26.25
UNIVERSITAS RIAU,FISIKA,S1,48,71,67.61
UNIVERSITAS SAM RATULANGI,FISIKA,S1,25,13,100.0
UNIVERSITAS SAMUDRA,FISIKA,S1,16,9,100.0
UNIVERSITAS SEBELAS MARET,FISIKA,S1,30,121,24.79
UNIVERSITAS SRIWIJAYA,FISIKA,S1,60,98,61.22
UNIVERSITAS SUMATERA UTARA,FISIKA,S1,48,134,35.82
UNIVERSITAS SYIAH KUALA,FISIKA,S1,45,41,100.0
UNIVERSITAS TADULAKO,FISIKA,S1,25,21,100.0
UNIVERSITAS TANJUNGPURA,FISIKA,S1,30,23,100.0
UNIVERSITAS UDAYANA,FISIKA,S1,24,29,82.76
