Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI KALIMANTAN,PERENCANAAN WILAYAH DAN KOTA,S1,58,289,20.07
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,PERENCANAAN WILAYAH DAN KOTA,S1,57,1021,5.58
INSTITUT TEKNOLOGI SUMATERA,PERENCANAAN WILAYAH DAN KOTA,S1,117,462,25.32
UNIVERSITAS DIPONEGORO,PERENCANAAN WILAYAH DAN KOTA,S1,60,1343,4.47
UNIVERSITAS GADJAH MADA,PERENCANAAN WILAYAH DAN KOTA,S1,28,902,3.1
UNIVERSITAS JEMBER,PERENCANAAN WILAYAH DAN KOTA,S1,40,400,10.0
UNIVERSITAS PATTIMURA,PERENCANAAN WILAYAH DAN KOTA,S1,45,87,51.72
UNIVERSITAS SAM RATULANGI,PERENCANAAN WILAYAH DAN KOTA,S1,60,117,51.28
UNIVERSITAS SULAWESI BARAT,PERENCANAAN WILAYAH DAN KOTA,S1,70,181,38.67
UNIVERSITAS SYIAH KUALA,PERENCANAAN WILAYAH DAN KOTA,S1,27,363,7.44
UNIVERSITAS TADULAKO,PERENCANAAN WILAYAH DAN KOTA,S1,45,180,25.0
