Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,BIMBINGAN DAN KONSELING,S1,40,317,12.62
UNIVERSITAS BORNEO TARAKAN,BIMBINGAN DAN KONSELING,S1,32,122,26.23
UNIVERSITAS JAMBI,BIMBINGAN DAN KONSELING,S1,56,314,17.83
UNIVERSITAS MULAWARMAN,BIMBINGAN DAN KONSELING,S1,32,294,10.88
UNIVERSITAS NEGERI GORONTALO,BIMBINGAN DAN KONSELING,S1,40,94,42.55
UNIVERSITAS NEGERI MAKASSAR,BIMBINGAN DAN KONSELING,S1,47,841,5.59
UNIVERSITAS NEGERI MALANG,BIMBINGAN DAN KONSELING,S1,47,738,6.37
UNIVERSITAS NEGERI PADANG,BIMBINGAN DAN KONSELING,S1,61,870,7.01
UNIVERSITAS NEGERI SEMARANG,BIMBINGAN DAN KONSELING,S1,36,861,4.18
UNIVERSITAS PALANGKARAYA,BIMBINGAN DAN KONSELING,S1,25,83,30.12
UNIVERSITAS PENDIDIKAN INDONESIA,BIMBINGAN DAN KONSELING,S1,41,1168,3.51
UNIVERSITAS SEBELAS MARET,BIMBINGAN DAN KONSELING,S1,24,738,3.25
UNIVERSITAS SULTAN AGENG TIRTAYASA,BIMBINGAN DAN KONSELING,S1,40,627,6.38
UNIVERSITAS TADULAKO,BIMBINGAN DAN KONSELING,S1,36,108,33.33
