Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,ILMU PERPUSTAKAAN,S1,30,92,32.61
UNIVERSITAS BRAWIJAYA,ILMU PERPUSTAKAAN,S1,40,550,7.27
UNIVERSITAS CENDERAWASIH,ILMU PERPUSTAKAAN,S1,20,5,100.0
UNIVERSITAS DIPONEGORO,ILMU PERPUSTAKAAN,S1,44,625,7.04
UNIVERSITAS INDONESIA,ILMU PERPUSTAKAAN,S1,14,601,2.33
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU PERPUSTAKAAN,S1,42,18,100.0
UNIVERSITAS ISLAM NEGERI JAKARTA,ILMU PERPUSTAKAAN,S1,63,457,13.79
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU PERPUSTAKAAN,S1,35,75,46.67
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,ILMU PERPUSTAKAAN,S1,41,145,28.28
UNIVERSITAS NEGERI MALANG,ILMU PERPUSTAKAAN,S1,30,492,6.1
UNIVERSITAS PADJADJARAN,ILMU PERPUSTAKAAN,S1,42,798,5.26
UNIVERSITAS SAM RATULANGI,ILMU PERPUSTAKAAN,S1,25,21,100.0
UNIVERSITAS SUMATERA UTARA,ILMU PERPUSTAKAAN,S1,32,573,5.58
