Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,KEDOKTERAN,S1,75,2146,3.49
UNIVERSITAS ANDALAS,KEDOKTERAN,S1,100,2531,3.95
UNIVERSITAS BRAWIJAYA,KEDOKTERAN,S1,100,2847,3.51
UNIVERSITAS DIPONEGORO,KEDOKTERAN,S1,66,2557,2.58
UNIVERSITAS GADJAH MADA,KEDOKTERAN,S1,62,3565,1.74
UNIVERSITAS JAMBI,KEDOKTERAN,S1,45,1225,3.67
UNIVERSITAS MALIKUSSALEH,KEDOKTERAN,S1,32,944,3.39
UNIVERSITAS NEGERI GORONTALO,KEDOKTERAN,S1,20,247,8.1
UNIVERSITAS PENDIDIKAN GANESHA,KEDOKTERAN,S1,20,429,4.66
UNIVERSITAS SEBELAS MARET,KEDOKTERAN,S1,63,3924,1.61
UNIVERSITAS SULTAN AGENG TIRTAYASA,KEDOKTERAN,S1,25,774,3.23
UNIVERSITAS UDAYANA,KEDOKTERAN,S1,100,1647,6.07
"UPN ""VETERAN"" JAKARTA",KEDOKTERAN,S1,75,1848,4.06
