Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,PENDIDIKAN DOKTER,S1,25,808,3.09
UNIVERSITAS CENDERAWASIH,PENDIDIKAN DOKTER,S1,20,307,6.51
UNIVERSITAS HALUOLEO,PENDIDIKAN DOKTER,S1,40,729,5.49
UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,S1,100,3304,3.03
UNIVERSITAS INDONESIA,PENDIDIKAN DOKTER,S1,54,3045,1.77
UNIVERSITAS ISLAM NEGERI ALAUDDIN,PENDIDIKAN DOKTER,S1,20,512,3.91
UNIVERSITAS ISLAM NEGERI JAKARTA,PENDIDIKAN DOKTER,S1,50,1053,4.75
UNIVERSITAS ISLAM NEGERI MALANG,PENDIDIKAN DOKTER,S1,30,810,3.7
UNIVERSITAS JEMBER,PENDIDIKAN DOKTER,S1,70,1835,3.81
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN DOKTER,S1,52,2277,2.28
UNIVERSITAS KHAIRUN,PENDIDIKAN DOKTER,S1,20,171,11.7
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN DOKTER,S1,56,950,5.89
UNIVERSITAS MATARAM,PENDIDIKAN DOKTER,S1,60,887,6.76
UNIVERSITAS MULAWARMAN,PENDIDIKAN DOKTER,S1,40,957,4.18
UNIVERSITAS NUSA CENDANA,PENDIDIKAN DOKTER,S1,38,585,6.5
UNIVERSITAS PADJADJARAN,PENDIDIKAN DOKTER,S1,88,3173,2.77
UNIVERSITAS PALANGKARAYA,PENDIDIKAN DOKTER,S1,40,597,6.7
UNIVERSITAS PATTIMURA,PENDIDIKAN DOKTER,S1,60,541,11.09
UNIVERSITAS SAM RATULANGI,PENDIDIKAN DOKTER,S1,100,1148,8.71
UNIVERSITAS SRIWIJAYA,PENDIDIKAN DOKTER,S1,115,2199,5.23
UNIVERSITAS SUMATERA UTARA,PENDIDIKAN DOKTER,S1,76,1970,3.86
UNIVERSITAS SYIAH KUALA,PENDIDIKAN DOKTER,S1,81,1656,4.89
