Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,PENDIDIKAN LUAR SEKOLAH,40,75,53.33
UNIVERSITAS JEMBER,PENDIDIKAN LUAR SEKOLAH,45,128,35.16
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN LUAR SEKOLAH,30,26,100.0
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN LUAR SEKOLAH,32,36,88.89
UNIVERSITAS NEGERI MALANG,PENDIDIKAN LUAR SEKOLAH,54,182,29.67
UNIVERSITAS NEGERI PADANG,PENDIDIKAN LUAR SEKOLAH,56,193,29.02
UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN LUAR SEKOLAH,36,211,17.06
UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN LUAR SEKOLAH,36,173,20.81
UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN LUAR SEKOLAH,36,272,13.24
UNIVERSITAS SRIWIJAYA,PENDIDIKAN LUAR SEKOLAH,47,126,37.3
