Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,ILMU SEJARAH,S1,24,269,8.92
UNIVERSITAS HALUOLEO,ILMU SEJARAH,S1,48,23,100.0
UNIVERSITAS HASANUDDIN,ILMU SEJARAH,S1,42,133,31.58
UNIVERSITAS INDONESIA,ILMU SEJARAH,S1,23,345,6.67
UNIVERSITAS JAMBI,ILMU SEJARAH,S1,40,52,76.92
UNIVERSITAS JEMBER,ILMU SEJARAH,S1,50,228,21.93
UNIVERSITAS KHAIRUN,ILMU SEJARAH,S1,12,11,100.0
UNIVERSITAS NEGERI MALANG,ILMU SEJARAH,S1,18,268,6.72
UNIVERSITAS NEGERI SEMARANG,ILMU SEJARAH,S1,40,271,14.76
UNIVERSITAS NEGERI YOGYAKARTA,ILMU SEJARAH,S1,36,416,8.65
UNIVERSITAS PADJADJARAN,ILMU SEJARAH,S1,24,447,5.37
UNIVERSITAS SAM RATULANGI,ILMU SEJARAH,S1,15,22,68.18
UNIVERSITAS SEBELAS MARET,ILMU SEJARAH,S1,23,277,8.3
UNIVERSITAS SUMATERA UTARA,ILMU SEJARAH,S1,24,147,16.33
UNIVERSITAS UDAYANA,ILMU SEJARAH,S1,20,64,31.25
