Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,TEKNOLOGI HASIL PERTANIAN,S1,44,348,12.64
UNIVERSITAS JAMBI,TEKNOLOGI HASIL PERTANIAN,S1,45,178,25.28
UNIVERSITAS JEMBER,TEKNOLOGI HASIL PERTANIAN,S1,62,321,19.31
UNIVERSITAS LAMPUNG,TEKNOLOGI HASIL PERTANIAN,S1,50,288,17.36
UNIVERSITAS MULAWARMAN,TEKNOLOGI HASIL PERTANIAN,S1,35,113,30.97
UNIVERSITAS PAPUA,TEKNOLOGI HASIL PERTANIAN,S1,24,5,100.0
UNIVERSITAS RIAU,TEKNOLOGI HASIL PERTANIAN,S1,32,215,14.88
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,TEKNOLOGI HASIL PERTANIAN,S1,36,5,100.0
UNIVERSITAS SRIWIJAYA,TEKNOLOGI HASIL PERTANIAN,S1,50,208,24.04
UNIVERSITAS SULAWESI BARAT,TEKNOLOGI HASIL PERTANIAN,S1,40,0,100.0
UNIVERSITAS SYIAH KUALA,TEKNOLOGI HASIL PERTANIAN,S1,54,172,31.4
UNIVERSITAS TEUKU UMAR,TEKNOLOGI HASIL PERTANIAN,S1,20,48,41.67
