Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,AKUAKULTUR,48,401,11.97
UNIVERSITAS BANGKA BELITUNG,AKUAKULTUR,24,41,58.54
UNIVERSITAS BORNEO TARAKAN,AKUAKULTUR,32,19,100.0
UNIVERSITAS DIPONEGORO,AKUAKULTUR,48,180,26.67
UNIVERSITAS JENDERAL SOEDIRMAN,AKUAKULTUR,40,231,17.32
UNIVERSITAS MALIKUSSALEH,AKUAKULTUR,36,24,100.0
UNIVERSITAS MULAWARMAN,AKUAKULTUR,32,29,100.0
UNIVERSITAS PENDIDIKAN GANESHA,AKUAKULTUR,24,16,100.0
UNIVERSITAS TEUKU UMAR,AKUAKULTUR,15,29,51.72
UNIVERSITAS TIDAR,AKUAKULTUR,75,122,61.48
