Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,ANTROPOLOGI SOSIAL,S1,40,317,12.62
UNIVERSITAS CENDERAWASIH,ANTROPOLOGI SOSIAL,S1,32,5,100.0
UNIVERSITAS DIPONEGORO,ANTROPOLOGI SOSIAL,S1,45,476,9.45
UNIVERSITAS HALUOLEO,ANTROPOLOGI SOSIAL,S1,60,57,100.0
UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,S1,30,143,20.98
UNIVERSITAS INDONESIA,ANTROPOLOGI SOSIAL,S1,18,533,3.38
UNIVERSITAS KHAIRUN,ANTROPOLOGI SOSIAL,S1,16,12,100.0
UNIVERSITAS SAM RATULANGI,ANTROPOLOGI SOSIAL,S1,25,20,100.0
UNIVERSITAS SUMATERA UTARA,ANTROPOLOGI SOSIAL,S1,36,278,12.95
UNIVERSITAS TANJUNGPURA,ANTROPOLOGI SOSIAL,S1,36,89,40.45
