Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS CENDERAWASIH,PEND. MATEMATIKA,S1,20,14,100.0
UNIVERSITAS JAMBI,PEND. MATEMATIKA,S1,54,222,24.32
UNIVERSITAS KHAIRUN,PEND. MATEMATIKA,S1,32,21,100.0
UNIVERSITAS LAMBUNG MANGKURAT,PEND. MATEMATIKA,S1,50,200,25.0
UNIVERSITAS LAMPUNG,PEND. MATEMATIKA,S1,61,333,18.32
UNIVERSITAS NEGERI MANADO,PEND. MATEMATIKA,S1,36,58,62.07
UNIVERSITAS NEGERI SURABAYA,PEND. MATEMATIKA,S1,45,654,6.88
UNIVERSITAS NUSA CENDANA,PEND. MATEMATIKA,S1,54,153,35.29
UNIVERSITAS PALANGKARAYA,PEND. MATEMATIKA,S1,35,68,51.47
UNIVERSITAS PATTIMURA,PEND. MATEMATIKA,S1,36,22,100.0
UNIVERSITAS RIAU,PEND. MATEMATIKA,S1,48,415,11.57
UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. MATEMATIKA,S1,81,256,31.64
UNIVERSITAS SRIWIJAYA,PEND. MATEMATIKA,S1,40,359,11.14
UNIVERSITAS SULAWESI BARAT,PEND. MATEMATIKA,S1,60,85,70.59
UNIVERSITAS TADULAKO,PEND. MATEMATIKA,S1,65,122,53.28
UNIVERSITAS TANJUNGPURA,PEND. MATEMATIKA,S1,38,203,18.72
UNIVERSITAS TIMOR,PEND. MATEMATIKA,S1,50,41,100.0
