Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI KALIMANTAN,ARSITEKTUR,S1,27,0,100.0
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,ARSITEKTUR,S1,45,956,4.71
INSTITUT TEKNOLOGI SUMATERA,ARSITEKTUR,S1,88,123,71.54
UNIVERSITAS BENGKULU,ARSITEKTUR,S1,20,147,13.61
UNIVERSITAS BRAWIJAYA,ARSITEKTUR,S1,68,1101,6.18
UNIVERSITAS DIPONEGORO,ARSITEKTUR,S1,60,1210,4.96
UNIVERSITAS GADJAH MADA,ARSITEKTUR,S1,28,1184,2.36
UNIVERSITAS INDONESIA,ARSITEKTUR,S1,15,806,1.86
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ARSITEKTUR,S1,48,39,100.0
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,ARSITEKTUR,S1,28,175,16.0
UNIVERSITAS KHAIRUN,ARSITEKTUR,S1,36,59,61.02
UNIVERSITAS LAMPUNG,ARSITEKTUR,S1,64,276,23.19
UNIVERSITAS MATARAM,ARSITEKTUR,S1,50,262,19.08
UNIVERSITAS MULAWARMAN,ARSITEKTUR,S1,25,0,100.0
UNIVERSITAS MUSAMUS MERAUKE,ARSITEKTUR,S1,18,9,100.0
UNIVERSITAS NEGERI MAKASSAR,ARSITEKTUR,S1,29,326,8.9
UNIVERSITAS NEGERI MANADO,ARSITEKTUR,S1,48,36,100.0
UNIVERSITAS PALANGKARAYA,ARSITEKTUR,S1,50,64,78.12
UNIVERSITAS PENDIDIKAN INDONESIA,ARSITEKTUR,S1,40,713,5.61
UNIVERSITAS SAM RATULANGI,ARSITEKTUR,S1,60,160,37.5
UNIVERSITAS SEBELAS MARET,ARSITEKTUR,S1,36,1250,2.88
UNIVERSITAS SRIWIJAYA,ARSITEKTUR,S1,45,410,10.98
UNIVERSITAS SUMATERA UTARA,ARSITEKTUR,S1,30,723,4.15
UNIVERSITAS SYIAH KUALA,ARSITEKTUR,S1,63,410,15.37
UNIVERSITAS UDAYANA,ARSITEKTUR,S1,48,569,8.44
"UPN ""VETERAN"" JAWA TIMUR",ARSITEKTUR,S1,70,445,15.73
