Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BRAWIJAYA,BUDIDAYA PERAIRAN,S1,64,502,12.75
UNIVERSITAS HALUOLEO,BUDIDAYA PERAIRAN,S1,24,19,100.0
UNIVERSITAS HASANUDDIN,BUDIDAYA PERAIRAN,S1,70,187,37.43
UNIVERSITAS KHAIRUN,BUDIDAYA PERAIRAN,S1,20,7,100.0
UNIVERSITAS LAMBUNG MANGKURAT,BUDIDAYA PERAIRAN,S1,25,37,67.57
UNIVERSITAS LAMPUNG,BUDIDAYA PERAIRAN,S1,35,135,25.93
UNIVERSITAS MATARAM,BUDIDAYA PERAIRAN,S1,50,77,64.94
UNIVERSITAS NEGERI GORONTALO,BUDIDAYA PERAIRAN,S1,70,22,100.0
UNIVERSITAS PALANGKARAYA,BUDIDAYA PERAIRAN,S1,37,58,63.79
UNIVERSITAS PATTIMURA,BUDIDAYA PERAIRAN,S1,54,7,100.0
UNIVERSITAS RIAU,BUDIDAYA PERAIRAN,S1,48,199,24.12
UNIVERSITAS SAM RATULANGI,BUDIDAYA PERAIRAN,S1,25,8,100.0
UNIVERSITAS SAMUDRA,BUDIDAYA PERAIRAN,S1,32,63,50.79
UNIVERSITAS SRIWIJAYA,BUDIDAYA PERAIRAN,S1,50,109,45.87
UNIVERSITAS SULAWESI BARAT,BUDIDAYA PERAIRAN,S1,50,31,100.0
UNIVERSITAS SYIAH KUALA,BUDIDAYA PERAIRAN,S1,81,93,87.1
UNIVERSITAS TADULAKO,BUDIDAYA PERAIRAN,S1,101,22,100.0
