Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BRAWIJAYA,ILMU KEPERAWATAN,80,1127,7.1
UNIVERSITAS CENDERAWASIH,ILMU KEPERAWATAN,20,68,29.41
UNIVERSITAS GADJAH MADA,ILMU KEPERAWATAN,39,732,5.33
UNIVERSITAS HASANUDDIN,ILMU KEPERAWATAN,90,641,14.04
UNIVERSITAS INDONESIA,ILMU KEPERAWATAN,45,1040,4.33
UNIVERSITAS ISLAM NEGERI JAKARTA,ILMU KEPERAWATAN,40,512,7.81
UNIVERSITAS JAMBI,ILMU KEPERAWATAN,54,308,17.53
UNIVERSITAS JEMBER,ILMU KEPERAWATAN,100,689,14.51
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KEPERAWATAN,32,259,12.36
UNIVERSITAS PADJADJARAN,ILMU KEPERAWATAN,80,1184,6.76
UNIVERSITAS RIAU,ILMU KEPERAWATAN,80,667,11.99
UNIVERSITAS SAM RATULANGI,ILMU KEPERAWATAN,48,201,23.88
UNIVERSITAS SRIWIJAYA,ILMU KEPERAWATAN,60,491,12.22
UNIVERSITAS SUMATERA UTARA,ILMU KEPERAWATAN,40,707,5.66
UNIVERSITAS SYIAH KUALA,ILMU KEPERAWATAN,72,765,9.41
