Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BANGKA BELITUNG,ILMU KELAUTAN,S1,25,79,31.65
UNIVERSITAS BENGKULU,ILMU KELAUTAN,S1,40,121,33.06
UNIVERSITAS BRAWIJAYA,ILMU KELAUTAN,S1,64,347,18.44
UNIVERSITAS CENDERAWASIH,ILMU KELAUTAN,S1,20,5,100.0
UNIVERSITAS DIPONEGORO,ILMU KELAUTAN,S1,60,455,13.19
UNIVERSITAS HALUOLEO,ILMU KELAUTAN,S1,24,21,100.0
UNIVERSITAS HASANUDDIN,ILMU KELAUTAN,S1,105,203,51.72
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,ILMU KELAUTAN,S1,28,94,29.79
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU KELAUTAN,S1,40,465,8.6
UNIVERSITAS KHAIRUN,ILMU KELAUTAN,S1,24,22,100.0
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KELAUTAN,S1,30,56,53.57
UNIVERSITAS LAMPUNG,ILMU KELAUTAN,S1,25,66,37.88
UNIVERSITAS MALIKUSSALEH,ILMU KELAUTAN,S1,24,54,44.44
UNIVERSITAS MARITIM RAJA ALI HAJI,ILMU KELAUTAN,S1,32,49,65.31
UNIVERSITAS MATARAM,ILMU KELAUTAN,S1,50,40,100.0
UNIVERSITAS MULAWARMAN,ILMU KELAUTAN,S1,32,66,48.48
UNIVERSITAS PADJADJARAN,ILMU KELAUTAN,S1,42,507,8.28
UNIVERSITAS PAPUA,ILMU KELAUTAN,S1,16,2,100.0
UNIVERSITAS RIAU,ILMU KELAUTAN,S1,48,223,21.52
UNIVERSITAS SAM RATULANGI,ILMU KELAUTAN,S1,60,44,100.0
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,ILMU KELAUTAN,S1,36,13,100.0
UNIVERSITAS SRIWIJAYA,ILMU KELAUTAN,S1,60,153,39.22
UNIVERSITAS SYIAH KUALA,ILMU KELAUTAN,S1,81,152,53.29
UNIVERSITAS TANJUNGPURA,ILMU KELAUTAN,S1,30,44,68.18
UNIVERSITAS TEUKU UMAR,ILMU KELAUTAN,S1,20,47,42.55
UNIVERSITAS TRUNOJOYO MADURA,ILMU KELAUTAN,S1,68,131,51.91
UNIVERSITAS UDAYANA,ILMU KELAUTAN,S1,40,166,24.1
