Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,ADMINISTRASI PUBLIK,S1,40,808,4.95
UNIVERSITAS BRAWIJAYA,ADMINISTRASI PUBLIK,S1,148,1380,10.72
UNIVERSITAS DIPONEGORO,ADMINISTRASI PUBLIK,S1,63,903,6.98
UNIVERSITAS HASANUDDIN,ADMINISTRASI PUBLIK,S1,60,441,13.61
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ADMINISTRASI PUBLIK,S1,91,590,15.42
UNIVERSITAS JENDERAL SOEDIRMAN,ADMINISTRASI PUBLIK,S1,48,1454,3.3
UNIVERSITAS LAMBUNG MANGKURAT,ADMINISTRASI PUBLIK,S1,50,588,8.5
UNIVERSITAS MALIKUSSALEH,ADMINISTRASI PUBLIK,S1,128,191,67.02
UNIVERSITAS MULAWARMAN,ADMINISTRASI PUBLIK,S1,32,480,6.67
UNIVERSITAS NEGERI GORONTALO,ADMINISTRASI PUBLIK,S1,56,227,24.67
UNIVERSITAS PADJADJARAN,ADMINISTRASI PUBLIK,S1,28,1024,2.73
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,ADMINISTRASI PUBLIK,S1,72,107,67.29
UNIVERSITAS SULTAN AGENG TIRTAYASA,ADMINISTRASI PUBLIK,S1,80,736,10.87
"UPN ""VETERAN"" JAWA TIMUR",ADMINISTRASI PUBLIK,S1,150,736,20.38
