Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,TEKNOLOGI PANGAN,48,862,5.57
INSTITUT TEKNOLOGI SUMATERA,TEKNOLOGI PANGAN,88,333,26.43
UNIVERSITAS BRAWIJAYA,TEKNOLOGI PANGAN,76,870,8.74
UNIVERSITAS DIPONEGORO,TEKNOLOGI PANGAN,45,902,4.99
UNIVERSITAS JENDERAL SOEDIRMAN,TEKNOLOGI PANGAN,40,899,4.45
UNIVERSITAS PADJADJARAN,TEKNOLOGI PANGAN,48,974,4.93
UNIVERSITAS SAM RATULANGI,TEKNOLOGI PANGAN,32,26,100.0
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNOLOGI PANGAN,60,418,14.35
UNIVERSITAS UDAYANA,TEKNOLOGI PANGAN,32,184,17.39
"UPN ""VETERAN"" JAWA TIMUR",TEKNOLOGI PANGAN,70,724,9.67
