Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,SASTRA INDONESIA,S1,48,261,18.39
UNIVERSITAS DIPONEGORO,SASTRA INDONESIA,S1,50,562,8.9
UNIVERSITAS HALUOLEO,SASTRA INDONESIA,S1,60,68,88.24
UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,S1,42,305,13.77
UNIVERSITAS INDONESIA,SASTRA INDONESIA,S1,23,712,3.23
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,SASTRA INDONESIA,S1,42,193,21.76
UNIVERSITAS JAMBI,SASTRA INDONESIA,S1,19,69,27.54
UNIVERSITAS JEMBER,SASTRA INDONESIA,S1,50,510,9.8
UNIVERSITAS JENDERAL SOEDIRMAN,SASTRA INDONESIA,S1,24,427,5.62
UNIVERSITAS KHAIRUN,SASTRA INDONESIA,S1,12,18,66.67
UNIVERSITAS MULAWARMAN,SASTRA INDONESIA,S1,40,154,25.97
UNIVERSITAS NEGERI JAKARTA,SASTRA INDONESIA,S1,32,625,5.12
UNIVERSITAS NEGERI MAKASSAR,SASTRA INDONESIA,S1,35,176,19.89
UNIVERSITAS NEGERI MEDAN,SASTRA INDONESIA,S1,60,302,19.87
UNIVERSITAS NEGERI SEMARANG,SASTRA INDONESIA,S1,32,439,7.29
UNIVERSITAS NEGERI SURABAYA,SASTRA INDONESIA,S1,20,259,7.72
UNIVERSITAS PADJADJARAN,SASTRA INDONESIA,S1,40,731,5.47
UNIVERSITAS SAM RATULANGI,SASTRA INDONESIA,S1,25,35,71.43
UNIVERSITAS SEBELAS MARET,SASTRA INDONESIA,S1,24,366,6.56
UNIVERSITAS SUMATERA UTARA,SASTRA INDONESIA,S1,48,385,12.47
UNIVERSITAS UDAYANA,SASTRA INDONESIA,S1,26,90,28.89
