Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS NEGERI MAKASSAR,ADMINISTRASI KESEHATAN,S1,32,333,9.61
UNIVERSITAS NEGERI MAKASSAR,ADMINISTRASI NEGARA,S1,36,452,7.96
UNIVERSITAS NEGERI MAKASSAR,ADMINISTRASI PENDIDIKAN,S1,35,155,22.58
UNIVERSITAS NEGERI MAKASSAR,AKUNTANSI,D4,23,0,100.0
UNIVERSITAS NEGERI MAKASSAR,AKUNTANSI,S1,49,593,8.26
UNIVERSITAS NEGERI MAKASSAR,ARSITEKTUR,S1,22,102,21.57
UNIVERSITAS NEGERI MAKASSAR,BAHASA INGGRIS,D4,29,0,100.0
UNIVERSITAS NEGERI MAKASSAR,BIMBINGAN DAN KONSELING,S1,35,510,6.86
UNIVERSITAS NEGERI MAKASSAR,BIOLOGI,S1,11,88,12.5
UNIVERSITAS NEGERI MAKASSAR,BISNIS DIGITAL,S1,23,72,31.94
UNIVERSITAS NEGERI MAKASSAR,DESAIN KOMUNIKASI VISUAL,S1,23,79,29.11
UNIVERSITAS NEGERI MAKASSAR,EKONOMI PEMBANGUNAN,S1,23,171,13.45
UNIVERSITAS NEGERI MAKASSAR,FISIKA,S1,11,48,22.92
UNIVERSITAS NEGERI MAKASSAR,GEOGRAFI,S1,11,33,33.33
UNIVERSITAS NEGERI MAKASSAR,GIZI,S1,34,221,15.38
UNIVERSITAS NEGERI MAKASSAR,ILMU ADMINISTRASI BISNIS,S1,28,372,7.53
UNIVERSITAS NEGERI MAKASSAR,ILMU KEOLAHRAGAAN,S1,24,25,96.0
UNIVERSITAS NEGERI MAKASSAR,KEWIRAUSAHAAN,S1,23,104,22.12
UNIVERSITAS NEGERI MAKASSAR,KIMIA,S1,11,75,14.67
UNIVERSITAS NEGERI MAKASSAR,MANAJEMEN,S1,82,1213,6.76
UNIVERSITAS NEGERI MAKASSAR,MATEMATIKA,S1,11,102,10.78
UNIVERSITAS NEGERI MAKASSAR,MESIN OTOMOTIF,D4,11,0,100.0
UNIVERSITAS NEGERI MAKASSAR,P. GURU SEK DASAR BILINGUAL (KAMP MAKASSAR),S1,20,62,32.26
UNIVERSITAS NEGERI MAKASSAR,PEND. ADMINISTRASI PERKANTORAN,S1,28,359,7.8
UNIVERSITAS NEGERI MAKASSAR,PEND. AKUNTANSI,S1,23,141,16.31
UNIVERSITAS NEGERI MAKASSAR,PEND. BIOLOGI KLS INTERNASIONAL (BILINGUAL),S1,11,37,29.73
UNIVERSITAS NEGERI MAKASSAR,PEND. FISIKA KLS INTERNASIONAL (BILINGUAL),S1,11,25,44.0
UNIVERSITAS NEGERI MAKASSAR,PEND. GEOGRAFI KLS INTERNAS. (BILINGUAL),S1,11,18,61.11
UNIVERSITAS NEGERI MAKASSAR,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),S1,59,988,5.97
UNIVERSITAS NEGERI MAKASSAR,PEND. GURU SEK. DASAR (KAMPUS PARE-PARE),S1,46,179,25.7
UNIVERSITAS NEGERI MAKASSAR,PEND. GURU SEKOLAH DASAR (KAMPUS BONE),S1,59,171,34.5
UNIVERSITAS NEGERI MAKASSAR,PEND. KIMIA KLS INTERNASIONAL (BILINGUAL),S1,11,30,36.67
UNIVERSITAS NEGERI MAKASSAR,PEND. MATEMATIKA KLS INTERNAS. (BILINGUAL),S1,11,44,25.0
UNIVERSITAS NEGERI MAKASSAR,PEND. TEKNIK ELEKTRONIKA,S1,11,50,22.0
UNIVERSITAS NEGERI MAKASSAR,PEND. TEKNIK OTOMOTIF,S1,22,64,34.38
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAAN SOSIOLOGI,S1,28,221,12.67
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN ANTROPOLOGI,S1,21,72,29.17
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA ARAB,S1,29,252,11.51
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA DAN SASTRA DAERAH,S1,20,56,35.71
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,39,396,9.85
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA INGGRIS,S1,49,477,10.27
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA JERMAN,S1,10,31,32.26
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA MANDARIN,S1,10,9,100.0
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BIOLOGI,S1,22,279,7.89
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN EKONOMI,S1,23,157,14.65
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN FISIKA,S1,22,140,15.71
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN GEOGRAFI,S1,22,208,10.58
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN GURU PAUD,S1,35,221,15.84
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN IPA,S1,22,143,15.38
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN IPA KLS INTERNASIONAL (BILINGUAL),S1,11,13,84.62
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN IPS,S1,22,89,24.72
UNIVERSITAS NEGERI MAKASSAR,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",S1,100,193,51.81
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,34,93,36.56
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN KESEJAHTERAAN KELUARGA,S1,21,177,11.86
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN KIMIA,S1,22,180,12.22
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN LUAR BIASA,S1,35,67,52.24
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN LUAR SEKOLAH,S1,23,19,100.0
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN MATEMATIKA,S1,22,403,5.46
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,24,162,14.81
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN SEJARAH,S1,28,191,14.66
UNIVERSITAS NEGERI MAKASSAR,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",S1,35,78,44.87
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN SENI RUPA,S1,24,39,61.54
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN TEKNIK BANGUNAN,S1,11,49,22.45
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN TEKNIK ELEKTRO,S1,22,89,24.72
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,S1,54,659,8.19
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN TEKNIK MESIN,S1,11,65,16.92
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN TEKNOLOGI PERTANIAN,S1,22,215,10.23
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN VOKASIONAL MEKATRONIKA,S1,11,9,100.0
UNIVERSITAS NEGERI MAKASSAR,PSIKOLOGI,S1,72,888,8.11
UNIVERSITAS NEGERI MAKASSAR,SASTRA INDONESIA,S1,20,76,26.32
UNIVERSITAS NEGERI MAKASSAR,SASTRA INGGRIS,S1,29,305,9.51
UNIVERSITAS NEGERI MAKASSAR,SENI TARI,S1,14,15,93.33
UNIVERSITAS NEGERI MAKASSAR,SOSIOLOGI,S1,28,125,22.4
UNIVERSITAS NEGERI MAKASSAR,STATISTIKA,S1,22,282,7.8
UNIVERSITAS NEGERI MAKASSAR,TATA BOGA,D4,11,0,100.0
UNIVERSITAS NEGERI MAKASSAR,TEKNIK ELEKTRO,D4,21,0,100.0
UNIVERSITAS NEGERI MAKASSAR,TEKNIK ELEKTRONIKA,D4,10,0,100.0
UNIVERSITAS NEGERI MAKASSAR,TEKNIK KOMPUTER,S1,32,318,10.06
UNIVERSITAS NEGERI MAKASSAR,TEKNIK MESIN,D4,11,0,100.0
UNIVERSITAS NEGERI MAKASSAR,TEKNIK SIPIL BANGUNAN GEDUNG,D4,20,0,100.0
UNIVERSITAS NEGERI MAKASSAR,TEKNOLOGI PENDIDIKAN,S1,23,118,19.49
