Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS MUSAMUS MERAUKE,AGRIBISNIS,S1,9,10,90.0
UNIVERSITAS MUSAMUS MERAUKE,AGROTEKNOLOGI,S1,8,0,100.0
UNIVERSITAS MUSAMUS MERAUKE,AKUNTANSI,S1,27,40,67.5
UNIVERSITAS MUSAMUS MERAUKE,ARSITEKTUR,S1,7,4,100.0
UNIVERSITAS MUSAMUS MERAUKE,EKONOMI PEMBANGUNAN,S1,13,7,100.0
UNIVERSITAS MUSAMUS MERAUKE,ILMU ADMINISTRASI NEGARA,S1,30,33,90.91
UNIVERSITAS MUSAMUS MERAUKE,ILMU HUKUM,S1,30,19,100.0
UNIVERSITAS MUSAMUS MERAUKE,KETEKNIKAN PERTANIAN,S1,12,0,100.0
UNIVERSITAS MUSAMUS MERAUKE,MANAJEMEN,S1,36,66,54.55
UNIVERSITAS MUSAMUS MERAUKE,MANAJEMEN SUMBERDAYA PERAIRAN,S1,9,1,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,24,3,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN BAHASA INGGRIS,S1,20,3,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN EKONOMI,S1,8,0,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN FISIKA,S1,5,3,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,6,2,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN GURU SEKOLAH DASAR,S1,51,15,100.0
UNIVERSITAS MUSAMUS MERAUKE,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,30,0,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN KIMIA,S1,5,9,55.56
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN KOMPUTER,S1,8,0,100.0
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN MATEMATIKA,S1,15,10,100.0
UNIVERSITAS MUSAMUS MERAUKE,PETERNAKAN,S1,12,1,100.0
UNIVERSITAS MUSAMUS MERAUKE,SASTRA INGGRIS,S1,15,2,100.0
UNIVERSITAS MUSAMUS MERAUKE,SISTEM INFORMASI,S1,19,22,86.36
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK ELEKTRO,S1,10,5,100.0
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK INFORMATIKA,S1,28,24,100.0
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK MESIN,S1,15,0,100.0
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK SIPIL,S1,27,24,100.0
