Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ARSITEKTUR,36,25,100.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,BIMBINGAN KONSELING,21,30,70.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,BIOLOGI,9,56,16.07
UNIVERSITAS ISLAM NEGERI AR-RANIRY,EKONOMI SYARIAH,32,100,32.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU ADMINISTRASI NEGARA,42,45,93.33
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU EKONOMI,21,19,100.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU HUKUM,36,72,50.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU PERPUSTAKAAN,32,58,55.17
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU POLITIK,32,18,100.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,KESEJAHTERAAN SOSIAL,21,20,100.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,KIMIA,9,7,100.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,PENDIDIKAN TEKNIK ELEKTRO,32,7,100.0
UNIVERSITAS ISLAM NEGERI AR-RANIRY,PENDIDIKAN TEKNOLOGI INFORMASI,21,66,31.82
UNIVERSITAS ISLAM NEGERI AR-RANIRY,PERBANKAN SYARIAH,32,94,34.04
UNIVERSITAS ISLAM NEGERI AR-RANIRY,PSIKOLOGI,42,62,67.74
UNIVERSITAS ISLAM NEGERI AR-RANIRY,TEKNIK LINGKUNGAN,27,35,77.14
UNIVERSITAS ISLAM NEGERI AR-RANIRY,TEKNOLOGI INFORMASI,27,88,30.68
