Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ISLAM NEGERI RADEN FATAH,BIOLOGI,22,35,62.86
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU KOMUNIKASI,30,244,12.3
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU PERPUSTAKAAN,14,133,10.53
UNIVERSITAS ISLAM NEGERI RADEN FATAH,ILMU POLITIK,30,99,30.3
UNIVERSITAS ISLAM NEGERI RADEN FATAH,KIMIA,28,39,71.79
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN BIOLOGI,18,136,13.24
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN FISIKA,18,47,38.3
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN KIMIA,18,49,36.73
UNIVERSITAS ISLAM NEGERI RADEN FATAH,PENDIDIKAN MATEMATIKA,18,111,16.22
