Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS NEGERI MALANG,ADMINISTRASI PENDIDIKAN,S1,33,333,9.91
UNIVERSITAS NEGERI MALANG,AKUNTANSI,S1,52,947,5.49
UNIVERSITAS NEGERI MALANG,BAHASA DAN SASTRA INDONESIA,S1,20,278,7.19
UNIVERSITAS NEGERI MALANG,BAHASA DAN SASTRA INGGRIS,S1,18,404,4.46
UNIVERSITAS NEGERI MALANG,BIMBINGAN DAN KONSELING,S1,32,389,8.23
UNIVERSITAS NEGERI MALANG,BIOLOGI,S1,33,338,9.76
UNIVERSITAS NEGERI MALANG,BIOTEKNOLOGI,S1,21,114,18.42
UNIVERSITAS NEGERI MALANG,DESAIN KOMUNIKASI VISUAL,S1,36,385,9.35
UNIVERSITAS NEGERI MALANG,EKONOMI DAN STUDI PEMBANGUNAN,S1,42,464,9.05
UNIVERSITAS NEGERI MALANG,FISIKA,S1,36,183,19.67
UNIVERSITAS NEGERI MALANG,GEOGRAFI,S1,27,278,9.71
UNIVERSITAS NEGERI MALANG,ILMU KEOLAHRAGAAN,S1,32,31,100.0
UNIVERSITAS NEGERI MALANG,ILMU KESEHATAN MASYARAKAT,S1,48,986,4.87
UNIVERSITAS NEGERI MALANG,ILMU PERPUSTAKAAN,S1,20,229,8.73
UNIVERSITAS NEGERI MALANG,ILMU SEJARAH,S1,12,131,9.16
UNIVERSITAS NEGERI MALANG,KIMIA,S1,36,237,15.19
UNIVERSITAS NEGERI MALANG,MANAJEMEN,S1,84,1717,4.89
UNIVERSITAS NEGERI MALANG,MATEMATIKA,S1,42,346,12.14
UNIVERSITAS NEGERI MALANG,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",S1,30,470,6.38
UNIVERSITAS NEGERI MALANG,PENDIDIKAN ADMINISTRASI PERKANTORAN,S1,36,680,5.29
UNIVERSITAS NEGERI MALANG,PENDIDIKAN AKUNTANSI,S1,27,189,14.29
UNIVERSITAS NEGERI MALANG,PENDIDIKAN BAHASA ARAB,S1,27,250,10.8
UNIVERSITAS NEGERI MALANG,PENDIDIKAN BAHASA INGGRIS,S1,36,477,7.55
UNIVERSITAS NEGERI MALANG,PENDIDIKAN BAHASA JERMAN,S1,22,77,28.57
UNIVERSITAS NEGERI MALANG,PENDIDIKAN BAHASA MANDARIN,S1,15,74,20.27
UNIVERSITAS NEGERI MALANG,PENDIDIKAN BIOLOGI,S1,33,401,8.23
UNIVERSITAS NEGERI MALANG,PENDIDIKAN EKONOMI,S1,42,250,16.8
UNIVERSITAS NEGERI MALANG,PENDIDIKAN FISIKA,S1,36,242,14.88
UNIVERSITAS NEGERI MALANG,PENDIDIKAN GEOGRAFI,S1,48,354,13.56
UNIVERSITAS NEGERI MALANG,PENDIDIKAN GURU PEND. ANAK USIA DINI,S1,36,195,18.46
UNIVERSITAS NEGERI MALANG,PENDIDIKAN GURU SEKOLAH DASAR,S1,90,1341,6.71
UNIVERSITAS NEGERI MALANG,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,33,359,9.19
UNIVERSITAS NEGERI MALANG,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S1,24,260,9.23
UNIVERSITAS NEGERI MALANG,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",S1,60,196,30.61
UNIVERSITAS NEGERI MALANG,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,36,96,37.5
UNIVERSITAS NEGERI MALANG,PENDIDIKAN KIMIA,S1,36,266,13.53
UNIVERSITAS NEGERI MALANG,PENDIDIKAN LUAR BIASA,S1,32,171,18.71
UNIVERSITAS NEGERI MALANG,PENDIDIKAN LUAR SEKOLAH,S1,36,85,42.35
UNIVERSITAS NEGERI MALANG,PENDIDIKAN MATEMATIKA,S1,50,605,8.26
UNIVERSITAS NEGERI MALANG,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,48,300,16.0
UNIVERSITAS NEGERI MALANG,PENDIDIKAN SEJARAH,S1,42,349,12.03
UNIVERSITAS NEGERI MALANG,PENDIDIKAN SENI RUPA,S1,32,130,24.62
UNIVERSITAS NEGERI MALANG,PENDIDIKAN SENI TARI DAN MUSIK,S1,30,107,28.04
UNIVERSITAS NEGERI MALANG,PENDIDIKAN SOSIOLOGI,S1,32,465,6.88
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TATA BOGA,S1,18,454,3.96
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TATA BUSANA,S1,18,359,5.01
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TATA NIAGA,S1,24,154,15.58
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TEKNIK BANGUNAN,S1,24,125,19.2
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TEKNIK ELEKTRO,S1,18,94,19.15
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TEKNIK INFORMATIKA,S1,18,259,6.95
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TEKNIK MESIN,S1,27,138,19.57
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TEKNIK OTOMOTIF,S1,18,156,11.54
UNIVERSITAS NEGERI MALANG,PSIKOLOGI,S1,60,948,6.33
UNIVERSITAS NEGERI MALANG,TEKNIK ELEKTRO,S1,18,318,5.66
UNIVERSITAS NEGERI MALANG,TEKNIK INDUSTRI,S1,18,184,9.78
UNIVERSITAS NEGERI MALANG,TEKNIK INFORMATIKA,S1,18,743,2.42
UNIVERSITAS NEGERI MALANG,TEKNIK MESIN,S1,18,348,5.17
UNIVERSITAS NEGERI MALANG,TEKNIK SIPIL,S1,42,619,6.79
UNIVERSITAS NEGERI MALANG,TEKNOLOGI PENDIDIKAN,S1,33,228,14.47
