Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS PENDIDIKAN INDONESIA,ADMINISTRASI PENDIDIKAN,18,433,4.16
UNIVERSITAS PENDIDIKAN INDONESIA,AKUNTANSI,20,1058,1.89
UNIVERSITAS PENDIDIKAN INDONESIA,ARSITEKTUR,15,750,2.0
UNIVERSITAS PENDIDIKAN INDONESIA,BAHASA DAN SASTRA INDONESIA,25,421,5.94
UNIVERSITAS PENDIDIKAN INDONESIA,BAHASA DAN SASTRA INGGRIS,18,648,2.78
UNIVERSITAS PENDIDIKAN INDONESIA,BIMBINGAN DAN KONSELING,27,1049,2.57
UNIVERSITAS PENDIDIKAN INDONESIA,BIOLOGI,13,356,3.65
UNIVERSITAS PENDIDIKAN INDONESIA,BISNIS DIGITAL (KAMPUS UPI TASIKMALAYA),20,29,68.97
UNIVERSITAS PENDIDIKAN INDONESIA,DESAIN KOMUNIKASI VISUAL,25,373,6.7
UNIVERSITAS PENDIDIKAN INDONESIA,DESAIN PRODUK INDUSTRI - KAMPUS UPI DI TASIKMALAYA,24,0,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,FILM DAN TELEVISI,20,53,37.74
UNIVERSITAS PENDIDIKAN INDONESIA,FISIKA,14,125,11.2
UNIVERSITAS PENDIDIKAN INDONESIA,GIZI,20,0,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU EKONOMI DAN KEUANGAN ISLAM,20,447,4.47
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU KEOLAHRAGAAN,36,75,48.0
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU KOMPUTER,22,853,2.58
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU KOMUNIKASI,41,1300,3.15
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU PENDIDIKAN AGAMA ISLAM,22,832,2.64
UNIVERSITAS PENDIDIKAN INDONESIA,INDUSTRI PARIWISATA KAMPUS SUMEDANG,30,0,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,KEPELATIHAN FISIK OLAHRAGA,30,27,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,KEPERAWATAN - KAMPUS SUMEDANG,20,83,24.1
UNIVERSITAS PENDIDIKAN INDONESIA,KEWIRAUSAHAAN KAMPUS TASIKMALAYA,27,160,16.88
UNIVERSITAS PENDIDIKAN INDONESIA,KIMIA,20,361,5.54
UNIVERSITAS PENDIDIKAN INDONESIA,LOGISTIK KELAUTAN - KAMPUS SERANG,30,0,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN,20,1470,1.36
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN INDUSTRI KATERING,20,447,4.47
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN PEMASARAN PARIWISATA,20,777,2.57
UNIVERSITAS PENDIDIKAN INDONESIA,MANAJEMEN RESORT DAN LEISURE,22,589,3.74
UNIVERSITAS PENDIDIKAN INDONESIA,MATEMATIKA,25,453,5.52
UNIVERSITAS PENDIDIKAN INDONESIA,MEKATRONIKA DAN KECERDASAN BUATAN - KAMPUS UPI DI PURWAKARTA,23,0,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,PEND. JASMANI KESEHATAN & REKREASI (PJKR),65,293,22.18
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN AKUNTANSI,20,337,5.93
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA ARAB,25,453,5.52
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA INGGRIS,20,593,3.37
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA JEPANG,29,361,8.03
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA JERMAN,27,149,18.12
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA KOREA,17,480,3.54
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA PERANCIS,18,95,18.95
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BAHASA SUNDA,26,372,6.99
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BHS.DAN SASTRA INDONESIA,30,657,4.57
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BIOLOGI,27,644,4.19
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN BISNIS,20,335,5.97
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN EKONOMI,20,333,6.01
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN FISIKA,27,286,9.44
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN GEOGRAFI,20,377,5.31
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN ILMU KOMPUTER,30,276,10.87
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN ILMU PENGETAHUAN ALAM,8,152,5.26
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN IPS,20,288,6.94
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG,25,76,32.89
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KEPELATIHAN OLAHRAGA,60,203,29.56
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KESEJAHTERAAN KELUARGA,15,131,11.45
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KHUSUS,20,279,7.17
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KIMIA,20,419,4.77
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MANAJEMEN PERKANTORAN,20,574,3.48
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MASYARAKAT,25,185,13.51
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MATEMATIKA,27,671,4.02
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,16,250,6.4
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN PARIWISATA,20,161,12.42
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SEJARAH,20,371,5.39
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SENI MUSIK,24,128,18.75
