Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS NEGERI PADANG,ADMINISTRASI PENDIDIKAN,S1,54,656,8.23
UNIVERSITAS NEGERI PADANG,AKUNTANSI (NK),S1,40,1094,3.66
UNIVERSITAS NEGERI PADANG,ANIMASI,D4,24,136,17.65
UNIVERSITAS NEGERI PADANG,BAHASA & SASTRA INDONESIA (NK),S1,54,407,13.27
UNIVERSITAS NEGERI PADANG,BAHASA & SASTRA INGGRIS (NK),S1,40,557,7.18
UNIVERSITAS NEGERI PADANG,BIMBINGAN DAN KONSELING,S1,61,870,7.01
UNIVERSITAS NEGERI PADANG,BIOLOGI (NK),S1,63,242,26.03
UNIVERSITAS NEGERI PADANG,DISAIN KOM. VISUAL (NK),S1,56,339,16.52
UNIVERSITAS NEGERI PADANG,EKONOMI PEMBANGUNAN (NK),S1,72,611,11.78
UNIVERSITAS NEGERI PADANG,FISIKA (NK),S1,54,73,73.97
UNIVERSITAS NEGERI PADANG,GEOGRAFI (NK),S1,51,309,16.5
UNIVERSITAS NEGERI PADANG,ILMU ADMINISTRASI NEGARA (NK),S1,121,1810,6.69
UNIVERSITAS NEGERI PADANG,ILMU KEOLAHRAGAAN (NK),S1,90,64,100.0
UNIVERSITAS NEGERI PADANG,INFORMATIKA,S1,21,528,3.98
UNIVERSITAS NEGERI PADANG,KIMIA (NK),S1,70,208,33.65
UNIVERSITAS NEGERI PADANG,MANAJEMEN (NK),S1,72,2262,3.18
UNIVERSITAS NEGERI PADANG,MANAJEMEN PERHOTELAN (NK),D4,72,1116,6.45
UNIVERSITAS NEGERI PADANG,MATEMATIKA (NK),S1,47,160,29.38
UNIVERSITAS NEGERI PADANG,PEND. GURU PENDIDIKAN ANAK USIA DINI,S1,76,553,13.74
UNIVERSITAS NEGERI PADANG,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),S1,45,370,12.16
UNIVERSITAS NEGERI PADANG,PEND. TEKNIK INFORMATIKA DAN KOMPUTER,S1,47,598,7.86
UNIVERSITAS NEGERI PADANG,PENDD. BHS & SAST. INDO. & DAERAH,S1,79,541,14.6
UNIVERSITAS NEGERI PADANG,PENDD. BHS INGGRIS,S1,67,552,12.14
UNIVERSITAS NEGERI PADANG,PENDD. KEPELATIHAN OLAHRAGA,S1,126,409,30.81
UNIVERSITAS NEGERI PADANG,PENDD. KESEJAHTERAAN KELUARGA,S1,76,622,12.22
UNIVERSITAS NEGERI PADANG,PENDIDIKAN BAHASA JEPANG,S1,34,135,25.19
UNIVERSITAS NEGERI PADANG,PENDIDIKAN BIOLOGI,S1,67,354,18.93
UNIVERSITAS NEGERI PADANG,PENDIDIKAN EKONOMI,S1,72,278,25.9
UNIVERSITAS NEGERI PADANG,PENDIDIKAN FISIKA,S1,83,144,57.64
UNIVERSITAS NEGERI PADANG,PENDIDIKAN GEOGRAFI,S1,43,211,20.38
UNIVERSITAS NEGERI PADANG,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,67,173,38.73
UNIVERSITAS NEGERI PADANG,PENDIDIKAN KEAGAMAAN ISLAM,S1,67,564,11.88
UNIVERSITAS NEGERI PADANG,PENDIDIKAN KIMIA,S1,74,215,34.42
UNIVERSITAS NEGERI PADANG,PENDIDIKAN LUAR BIASA,S1,108,451,23.95
UNIVERSITAS NEGERI PADANG,PENDIDIKAN LUAR SEKOLAH,S1,56,193,29.02
UNIVERSITAS NEGERI PADANG,PENDIDIKAN MATEMATIKA,S1,79,445,17.75
UNIVERSITAS NEGERI PADANG,PENDIDIKAN MUSIK,S1,27,43,62.79
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SEJARAH,S1,65,307,21.17
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SENDRATASIK,S1,79,157,50.32
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SENI RUPA,S1,56,87,64.37
UNIVERSITAS NEGERI PADANG,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,S1,76,588,12.93
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TARI,S1,31,67,46.27
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK BANGUNAN,S1,29,89,32.58
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK ELEKTRO,S1,29,212,13.68
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK ELEKTRONIKA,S1,30,65,46.15
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK MESIN,S1,44,145,30.34
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK OTOMOTIF,S1,49,196,25.0
UNIVERSITAS NEGERI PADANG,PENJASKESREK,S1,189,424,44.58
UNIVERSITAS NEGERI PADANG,PERPUSTAKAAN DAN ILMU INFORMASI,S1,31,903,3.43
UNIVERSITAS NEGERI PADANG,PGSD (PENDIDIKAN GURU SEKOLAH DASAR),S1,175,3608,4.85
UNIVERSITAS NEGERI PADANG,PSIKOLOGI,S1,112,1452,7.71
UNIVERSITAS NEGERI PADANG,STATISTIKA (NK),S1,34,205,16.59
UNIVERSITAS NEGERI PADANG,TATA RIAS DAN KECANTIKAN (NK),D4,45,467,9.64
UNIVERSITAS NEGERI PADANG,TEKNIK ELEKTRO INDUSTRI (NK),D4,29,436,6.65
UNIVERSITAS NEGERI PADANG,TEKNIK MESIN (NK),S1,32,397,8.06
UNIVERSITAS NEGERI PADANG,TEKNIK PERTAMBANGAN (NK),S1,36,554,6.5
UNIVERSITAS NEGERI PADANG,TEKNIK SIPIL,S1,29,803,3.61
UNIVERSITAS NEGERI PADANG,TEKNOLOGI PENDIDIKAN,S1,62,439,14.12
