Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI KALIMANTAN,ARSITEKTUR,S1,27,0,100.0
INSTITUT TEKNOLOGI KALIMANTAN,FISIKA,S1,16,50,32.0
INSTITUT TEKNOLOGI KALIMANTAN,ILMU AKTUARIA,S1,35,0,100.0
INSTITUT TEKNOLOGI KALIMANTAN,INFORMATIKA,S1,60,281,21.35
INSTITUT TEKNOLOGI KALIMANTAN,MATEMATIKA,S1,16,23,69.57
INSTITUT TEKNOLOGI KALIMANTAN,PERENCANAAN WILAYAH DAN KOTA,S1,58,289,20.07
INSTITUT TEKNOLOGI KALIMANTAN,SISTEM INFORMASI,S1,60,265,22.64
INSTITUT TEKNOLOGI KALIMANTAN,STATISTIKA,S1,16,0,100.0
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK ELEKTRO,S1,55,138,39.86
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK INDUSTRI,S1,55,132,41.67
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK KELAUTAN,S1,24,39,61.54
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK KIMIA,S1,60,103,58.25
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK LINGKUNGAN,S1,48,124,38.71
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK MATERIAL DAN METALURGI,S1,36,65,55.38
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK MESIN,S1,75,189,39.68
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK PERKAPALAN,S1,40,55,72.73
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK SIPIL,S1,75,221,33.94
