Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
ISI PADANG PANJANG,ANTROPOLOGI BUDAYA,S1,24,42,57.14
ISI PADANG PANJANG,DESAIN DAN KOMUNIKASI VISUAL,S1,48,159,30.19
ISI PADANG PANJANG,DESAIN MODE,D4,16,0,100.0
ISI PADANG PANJANG,FOTOGRAFI,S1,32,58,55.17
ISI PADANG PANJANG,PENDIDIKAN KRIYA,S1,16,12,100.0
ISI PADANG PANJANG,SENI KARAWITAN,S1,24,20,100.0
ISI PADANG PANJANG,SENI KRIYA,S1,16,19,84.21
ISI PADANG PANJANG,SENI MURNI,S1,16,24,66.67
ISI PADANG PANJANG,SENI MUSIK,S1,48,45,100.0
ISI PADANG PANJANG,SENI TARI,S1,38,36,100.0
ISI PADANG PANJANG,SENI TEATER,S1,16,8,100.0
ISI PADANG PANJANG,TV DAN FILM,S1,48,98,48.98
