Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ISLAM NEGERI WALISONGO,BIOLOGI,S1,48,44,100.0
UNIVERSITAS ISLAM NEGERI WALISONGO,FISIKA,S1,32,12,100.0
UNIVERSITAS ISLAM NEGERI WALISONGO,GIZI,S1,54,226,23.89
UNIVERSITAS ISLAM NEGERI WALISONGO,ILMU HUKUM,S1,72,162,44.44
UNIVERSITAS ISLAM NEGERI WALISONGO,ILMU POLITIK,S1,72,75,96.0
UNIVERSITAS ISLAM NEGERI WALISONGO,KIMIA,S1,48,24,100.0
UNIVERSITAS ISLAM NEGERI WALISONGO,MANAJEMEN,S1,54,319,16.93
UNIVERSITAS ISLAM NEGERI WALISONGO,MATEMATIKA,S1,48,65,73.85
UNIVERSITAS ISLAM NEGERI WALISONGO,PSIKOLOGI,S1,72,295,24.41
UNIVERSITAS ISLAM NEGERI WALISONGO,SOSIOLOGI,S1,108,118,91.53
UNIVERSITAS ISLAM NEGERI WALISONGO,TEKNOLOGI INFORMASI,S1,48,116,41.38
