Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
"UPN ""VETERAN"" JAKARTA",AKUNTANSI,120,1832,6.55
"UPN ""VETERAN"" JAKARTA",EKONOMI PEMBANGUNAN,60,873,6.87
"UPN ""VETERAN"" JAKARTA",EKONOMI SYARIAH,40,630,6.35
"UPN ""VETERAN"" JAKARTA",FARMASI,30,496,6.05
"UPN ""VETERAN"" JAKARTA",GIZI,53,1502,3.53
"UPN ""VETERAN"" JAKARTA",HUBUNGAN INTERNASIONAL,120,1576,7.61
"UPN ""VETERAN"" JAKARTA",HUKUM,175,1838,9.52
"UPN ""VETERAN"" JAKARTA",ILMU KOMUNIKASI,160,4242,3.77
"UPN ""VETERAN"" JAKARTA",ILMU POLITIK,100,1109,9.02
"UPN ""VETERAN"" JAKARTA",INFORMATIKA,88,1460,6.03
"UPN ""VETERAN"" JAKARTA",KEDOKTERAN,75,1848,4.06
"UPN ""VETERAN"" JAKARTA",KEPERAWATAN,70,1203,5.82
"UPN ""VETERAN"" JAKARTA",KESEHATAN MASYARAKAT,70,1650,4.24
"UPN ""VETERAN"" JAKARTA",MANAJEMEN,140,2671,5.24
"UPN ""VETERAN"" JAKARTA",SISTEM INFORMASI,88,1920,4.58
"UPN ""VETERAN"" JAKARTA",TEKNIK ELEKTRO,53,361,14.68
"UPN ""VETERAN"" JAKARTA",TEKNIK INDUSTRI,53,734,7.22
"UPN ""VETERAN"" JAKARTA",TEKNIK MESIN,53,590,8.98
"UPN ""VETERAN"" JAKARTA",TEKNIK PERKAPALAN,35,206,16.99
