Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
ISI DENPASAR,DESAIN INTERIOR,S1,16,96,16.67
ISI DENPASAR,DESAIN KOMUNIKASI VISUAL,S1,32,177,18.08
ISI DENPASAR,DESAIN MODE,D4,20,0,100.0
ISI DENPASAR,FOTOGRAFI,S1,16,44,36.36
ISI DENPASAR,KRIYA,S1,12,10,100.0
ISI DENPASAR,MUSIK,S1,16,38,42.11
ISI DENPASAR,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",S1,32,36,88.89
ISI DENPASAR,PRODUKSI FILM DAN TELEVISI,D4,16,0,100.0
ISI DENPASAR,SENI KARAWITAN,S1,32,33,96.97
ISI DENPASAR,SENI MURNI,S1,20,26,76.92
ISI DENPASAR,SENI PEDALANGAN,S1,7,4,100.0
ISI DENPASAR,TARI,S1,15,28,53.57
