Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,KEHUTANAN,18,141,12.77
UNIVERSITAS BRAWIJAYA,KEHUTANAN,27,10,100.0
UNIVERSITAS GADJAH MADA,KEHUTANAN,69,797,8.66
UNIVERSITAS HALUOLEO,KEHUTANAN,48,57,84.21
UNIVERSITAS HASANUDDIN,KEHUTANAN,53,540,9.81
UNIVERSITAS JAMBI,KEHUTANAN,50,108,46.3
UNIVERSITAS KHAIRUN,KEHUTANAN,24,32,75.0
UNIVERSITAS LAMBUNG MANGKURAT,KEHUTANAN,50,150,33.33
UNIVERSITAS LAMPUNG,KEHUTANAN,24,260,9.23
UNIVERSITAS MATARAM,KEHUTANAN,10,99,10.1
UNIVERSITAS MULAWARMAN,KEHUTANAN,76,241,31.54
UNIVERSITAS NUSA CENDANA,KEHUTANAN,20,46,43.48
UNIVERSITAS PALANGKARAYA,KEHUTANAN,60,139,43.17
UNIVERSITAS PAPUA,KEHUTANAN,18,6,100.0
UNIVERSITAS PATTIMURA,KEHUTANAN,22,18,100.0
UNIVERSITAS RIAU,KEHUTANAN,24,255,9.41
UNIVERSITAS SAM RATULANGI,KEHUTANAN,12,14,85.71
UNIVERSITAS SULAWESI BARAT,KEHUTANAN,20,7,100.0
UNIVERSITAS SUMATERA UTARA,KEHUTANAN,100,933,10.72
UNIVERSITAS SYIAH KUALA,KEHUTANAN,20,102,19.61
UNIVERSITAS TADULAKO,KEHUTANAN,150,59,100.0
UNIVERSITAS TANJUNGPURA,KEHUTANAN,135,352,38.35
