Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI KALIMANTAN,INFORMATIKA,30,227,13.22
UNIVERSITAS DIPONEGORO,INFORMATIKA,35,833,4.2
UNIVERSITAS JEMBER,INFORMATIKA,30,317,9.46
UNIVERSITAS JENDERAL SOEDIRMAN,INFORMATIKA,32,585,5.47
UNIVERSITAS MULAWARMAN,INFORMATIKA,30,558,5.38
UNIVERSITAS NEGERI PADANG,INFORMATIKA,12,0,100.0
UNIVERSITAS SAM RATULANGI,INFORMATIKA,48,256,18.75
UNIVERSITAS SEBELAS MARET,INFORMATIKA,16,865,1.85
UNIVERSITAS SILIWANGI,INFORMATIKA,24,449,5.35
UNIVERSITAS SULTAN AGENG TIRTAYASA,INFORMATIKA,16,0,100.0
UNIVERSITAS SYIAH KUALA,INFORMATIKA,25,730,3.42
"UPN ""VETERAN"" JAKARTA",INFORMATIKA,35,745,4.7
"UPN ""VETERAN"" JAWA TIMUR",INFORMATIKA,66,621,10.63
