Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,SASTRA INDONESIA,S1,36,200,18.0
UNIVERSITAS DIPONEGORO,SASTRA INDONESIA,S1,33,383,8.62
UNIVERSITAS HALUOLEO,SASTRA INDONESIA,S1,45,37,100.0
UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,S1,12,162,7.41
UNIVERSITAS INDONESIA,SASTRA INDONESIA,S1,15,238,6.3
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,SASTRA INDONESIA,S1,32,256,12.5
UNIVERSITAS JAMBI,SASTRA INDONESIA,S1,10,52,19.23
UNIVERSITAS JEMBER,SASTRA INDONESIA,S1,35,250,14.0
UNIVERSITAS JENDERAL SOEDIRMAN,SASTRA INDONESIA,S1,18,189,9.52
UNIVERSITAS KHAIRUN,SASTRA INDONESIA,S1,9,14,64.29
UNIVERSITAS MULAWARMAN,SASTRA INDONESIA,S1,30,80,37.5
UNIVERSITAS NEGERI JAKARTA,SASTRA INDONESIA,S1,18,343,5.25
UNIVERSITAS NEGERI MAKASSAR,SASTRA INDONESIA,S1,20,76,26.32
UNIVERSITAS NEGERI MEDAN,SASTRA INDONESIA,S1,25,154,16.23
UNIVERSITAS NEGERI SEMARANG,SASTRA INDONESIA,S1,24,289,8.3
UNIVERSITAS NEGERI SURABAYA,SASTRA INDONESIA,S1,11,149,7.38
UNIVERSITAS PADJADJARAN,SASTRA INDONESIA,S1,20,364,5.49
UNIVERSITAS SAM RATULANGI,SASTRA INDONESIA,S1,11,28,39.29
UNIVERSITAS SEBELAS MARET,SASTRA INDONESIA,S1,16,236,6.78
UNIVERSITAS SUMATERA UTARA,SASTRA INDONESIA,S1,42,265,15.85
UNIVERSITAS UDAYANA,SASTRA INDONESIA,S1,20,41,48.78
