Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,SASTRA INGGRIS,36,321,11.21
UNIVERSITAS BANGKA BELITUNG,SASTRA INGGRIS,28,75,37.33
UNIVERSITAS BRAWIJAYA,SASTRA INGGRIS,54,568,9.51
UNIVERSITAS DIPONEGORO,SASTRA INGGRIS,33,641,5.15
UNIVERSITAS GADJAH MADA,SASTRA INGGRIS,14,530,2.64
UNIVERSITAS HALUOLEO,SASTRA INGGRIS,45,65,69.23
UNIVERSITAS HASANUDDIN,SASTRA INGGRIS,24,459,5.23
UNIVERSITAS INDONESIA,SASTRA INGGRIS,9,367,2.45
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,SASTRA INGGRIS,39,198,19.7
UNIVERSITAS JEMBER,SASTRA INGGRIS,30,219,13.7
UNIVERSITAS JENDERAL SOEDIRMAN,SASTRA INGGRIS,18,231,7.79
UNIVERSITAS KHAIRUN,SASTRA INGGRIS,36,37,97.3
UNIVERSITAS MULAWARMAN,SASTRA INGGRIS,30,186,16.13
UNIVERSITAS MUSAMUS MERAUKE,SASTRA INGGRIS,15,2,100.0
UNIVERSITAS NEGERI JAKARTA,SASTRA INGGRIS,13,618,2.1
UNIVERSITAS NEGERI MAKASSAR,SASTRA INGGRIS,29,305,9.51
UNIVERSITAS NEGERI MEDAN,SASTRA INGGRIS,22,295,7.46
UNIVERSITAS NEGERI SEMARANG,SASTRA INGGRIS,44,584,7.53
UNIVERSITAS NEGERI SURABAYA,SASTRA INGGRIS,22,392,5.61
UNIVERSITAS PADJADJARAN,SASTRA INGGRIS,20,753,2.66
UNIVERSITAS PAPUA,SASTRA INGGRIS,12,3,100.0
UNIVERSITAS SAM RATULANGI,SASTRA INGGRIS,52,146,35.62
UNIVERSITAS SEBELAS MARET,SASTRA INGGRIS,15,324,4.63
UNIVERSITAS SUMATERA UTARA,SASTRA INGGRIS,35,621,5.64
UNIVERSITAS TERBUKA,SASTRA INGGRIS,50,0,100.0
UNIVERSITAS TRUNOJOYO MADURA,SASTRA INGGRIS,54,148,36.49
UNIVERSITAS UDAYANA,SASTRA INGGRIS,60,474,12.66
