Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,FISIKA,S1,40,235,17.02
INSTITUT TEKNOLOGI KALIMANTAN,FISIKA,S1,22,12,100.0
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,FISIKA,S1,40,152,26.32
INSTITUT TEKNOLOGI SUMATERA,FISIKA,S1,29,49,59.18
UNIVERSITAS AIRLANGGA,FISIKA,S1,16,136,11.76
UNIVERSITAS ANDALAS,FISIKA,S1,36,126,28.57
UNIVERSITAS BANGKA BELITUNG,FISIKA,S1,20,11,100.0
UNIVERSITAS BENGKULU,FISIKA,S1,20,29,68.97
UNIVERSITAS BRAWIJAYA,FISIKA,S1,30,205,14.63
UNIVERSITAS CENDERAWASIH,FISIKA,S1,15,5,100.0
UNIVERSITAS DIPONEGORO,FISIKA,S1,37,333,11.11
UNIVERSITAS GADJAH MADA,FISIKA,S1,18,172,10.47
UNIVERSITAS HALUOLEO,FISIKA,S1,21,16,100.0
UNIVERSITAS HASANUDDIN,FISIKA,S1,18,97,18.56
UNIVERSITAS INDONESIA,FISIKA,S1,20,205,9.76
UNIVERSITAS ISLAM NEGERI JAKARTA,FISIKA,S1,24,134,17.91
UNIVERSITAS ISLAM NEGERI MALANG,FISIKA,S1,45,67,67.16
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,FISIKA,S1,27,29,93.1
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,FISIKA,S1,13,113,11.5
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,FISIKA,S1,10,37,27.03
UNIVERSITAS ISLAM NEGERI WALISONGO,FISIKA,S1,18,14,100.0
UNIVERSITAS JAMBI,FISIKA,S1,20,12,100.0
UNIVERSITAS JEMBER,FISIKA,S1,32,102,31.37
UNIVERSITAS JENDERAL SOEDIRMAN,FISIKA,S1,27,108,25.0
UNIVERSITAS LAMBUNG MANGKURAT,FISIKA,S1,12,30,40.0
UNIVERSITAS LAMPUNG,FISIKA,S1,45,88,51.14
UNIVERSITAS MATARAM,FISIKA,S1,16,40,40.0
UNIVERSITAS MULAWARMAN,FISIKA,S1,18,22,81.82
UNIVERSITAS NEGERI GORONTALO,FISIKA,S1,13,15,86.67
UNIVERSITAS NEGERI JAKARTA,FISIKA,S1,20,132,15.15
UNIVERSITAS NEGERI MAKASSAR,FISIKA,S1,11,48,22.92
UNIVERSITAS NEGERI MALANG,FISIKA,S1,36,183,19.67
UNIVERSITAS NEGERI MEDAN,FISIKA,S1,18,79,22.78
UNIVERSITAS NEGERI SEMARANG,FISIKA,S1,15,184,8.15
UNIVERSITAS NEGERI SURABAYA,FISIKA,S1,18,136,13.24
UNIVERSITAS NEGERI YOGYAKARTA,FISIKA,S1,27,164,16.46
UNIVERSITAS NUSA CENDANA,FISIKA,S1,20,21,95.24
UNIVERSITAS PADJADJARAN,FISIKA,S1,24,202,11.88
UNIVERSITAS PALANGKARAYA,FISIKA,S1,9,8,100.0
UNIVERSITAS PAPUA,FISIKA,S1,12,0,100.0
UNIVERSITAS PATTIMURA,FISIKA,S1,25,8,100.0
UNIVERSITAS PENDIDIKAN INDONESIA,FISIKA,S1,14,125,11.2
UNIVERSITAS RIAU,FISIKA,S1,36,91,39.56
UNIVERSITAS SAM RATULANGI,FISIKA,S1,10,18,55.56
UNIVERSITAS SAMUDRA,FISIKA,S1,16,7,100.0
UNIVERSITAS SEBELAS MARET,FISIKA,S1,20,165,12.12
UNIVERSITAS SRIWIJAYA,FISIKA,S1,24,108,22.22
UNIVERSITAS SUMATERA UTARA,FISIKA,S1,54,221,24.43
UNIVERSITAS SYIAH KUALA,FISIKA,S1,25,57,43.86
UNIVERSITAS TADULAKO,FISIKA,S1,10,17,58.82
UNIVERSITAS TANJUNGPURA,FISIKA,S1,20,27,74.07
UNIVERSITAS UDAYANA,FISIKA,S1,18,32,56.25
