Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,KEDOKTERAN,S1,50,1291,3.87
UNIVERSITAS ANDALAS,KEDOKTERAN,S1,75,1240,6.05
UNIVERSITAS BRAWIJAYA,KEDOKTERAN,S1,75,1643,4.56
UNIVERSITAS DIPONEGORO,KEDOKTERAN,S1,44,1676,2.63
UNIVERSITAS GADJAH MADA,KEDOKTERAN,S1,44,1585,2.78
UNIVERSITAS JAMBI,KEDOKTERAN,S1,25,720,3.47
UNIVERSITAS MALIKUSSALEH,KEDOKTERAN,S1,24,614,3.91
UNIVERSITAS NEGERI GORONTALO,KEDOKTERAN,S1,15,161,9.32
UNIVERSITAS PENDIDIKAN GANESHA,KEDOKTERAN,S1,15,298,5.03
UNIVERSITAS SEBELAS MARET,KEDOKTERAN,S1,42,1695,2.48
UNIVERSITAS SULTAN AGENG TIRTAYASA,KEDOKTERAN,S1,10,230,4.35
UNIVERSITAS UDAYANA,KEDOKTERAN,S1,75,1180,6.36
"UPN ""VETERAN"" JAKARTA",KEDOKTERAN,S1,30,846,3.55
