Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,EKONOMI PEMBANGUNAN,S1,36,462,7.79
UNIVERSITAS AIRLANGGA,EKONOMI PEMBANGUNAN,S1,44,517,8.51
UNIVERSITAS BENGKULU,EKONOMI PEMBANGUNAN,S1,24,155,15.48
UNIVERSITAS BORNEO TARAKAN,EKONOMI PEMBANGUNAN,S1,36,110,32.73
UNIVERSITAS BRAWIJAYA,EKONOMI PEMBANGUNAN,S1,39,424,9.2
UNIVERSITAS DIPONEGORO,EKONOMI PEMBANGUNAN,S1,46,673,6.84
UNIVERSITAS HALUOLEO,EKONOMI PEMBANGUNAN,S1,90,136,66.18
UNIVERSITAS HASANUDDIN,EKONOMI PEMBANGUNAN,S1,26,374,6.95
UNIVERSITAS JEMBER,EKONOMI PEMBANGUNAN,S1,45,384,11.72
UNIVERSITAS JENDERAL SOEDIRMAN,EKONOMI PEMBANGUNAN,S1,36,483,7.45
UNIVERSITAS KHAIRUN,EKONOMI PEMBANGUNAN,S1,42,33,100.0
UNIVERSITAS MATARAM,EKONOMI PEMBANGUNAN,S1,50,291,17.18
UNIVERSITAS MULAWARMAN,EKONOMI PEMBANGUNAN,S1,34,180,18.89
UNIVERSITAS MUSAMUS MERAUKE,EKONOMI PEMBANGUNAN,S1,13,7,100.0
UNIVERSITAS NEGERI GORONTALO,EKONOMI PEMBANGUNAN,S1,35,60,58.33
UNIVERSITAS NEGERI MAKASSAR,EKONOMI PEMBANGUNAN,S1,23,171,13.45
UNIVERSITAS NEGERI SEMARANG,EKONOMI PEMBANGUNAN,S1,83,927,8.95
UNIVERSITAS NUSA CENDANA,EKONOMI PEMBANGUNAN,S1,25,63,39.68
UNIVERSITAS PALANGKARAYA,EKONOMI PEMBANGUNAN,S1,36,103,34.95
UNIVERSITAS PAPUA,EKONOMI PEMBANGUNAN,S1,24,13,100.0
UNIVERSITAS PATTIMURA,EKONOMI PEMBANGUNAN,S1,152,34,100.0
UNIVERSITAS RIAU,EKONOMI PEMBANGUNAN,S1,48,322,14.91
UNIVERSITAS SAMUDRA,EKONOMI PEMBANGUNAN,S1,32,55,58.18
UNIVERSITAS SEBELAS MARET,EKONOMI PEMBANGUNAN,S1,48,627,7.66
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,EKONOMI PEMBANGUNAN,S1,20,7,100.0
UNIVERSITAS SILIWANGI,EKONOMI PEMBANGUNAN,S1,40,378,10.58
UNIVERSITAS SRIWIJAYA,EKONOMI PEMBANGUNAN,S1,40,433,9.24
UNIVERSITAS SULTAN AGENG TIRTAYASA,EKONOMI PEMBANGUNAN,S1,24,265,9.06
UNIVERSITAS SUMATERA UTARA,EKONOMI PEMBANGUNAN,S1,53,516,10.27
UNIVERSITAS SYIAH KUALA,EKONOMI PEMBANGUNAN,S1,40,140,28.57
UNIVERSITAS TADULAKO,EKONOMI PEMBANGUNAN,S1,30,65,46.15
UNIVERSITAS TEUKU UMAR,EKONOMI PEMBANGUNAN,S1,16,33,48.48
UNIVERSITAS TIDAR,EKONOMI PEMBANGUNAN,S1,40,335,11.94
UNIVERSITAS TRUNOJOYO MADURA,EKONOMI PEMBANGUNAN,S1,68,197,34.52
UNIVERSITAS UDAYANA,EKONOMI PEMBANGUNAN,S1,90,314,28.66
"UPN ""VETERAN"" JAKARTA",EKONOMI PEMBANGUNAN,S1,24,353,6.8
"UPN ""VETERAN"" JAWA TIMUR",EKONOMI PEMBANGUNAN,S1,46,359,12.81
"UPN ""VETERAN"" YOGYAKARTA",EKONOMI PEMBANGUNAN,S1,32,363,8.82
