Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK GEOFISIKA,20,174,11.49
INSTITUT TEKNOLOGI SUMATERA,TEKNIK GEOFISIKA,102,226,45.13
UNIVERSITAS BRAWIJAYA,TEKNIK GEOFISIKA,30,208,14.42
UNIVERSITAS CENDERAWASIH,TEKNIK GEOFISIKA,15,4,100.0
UNIVERSITAS HALUOLEO,TEKNIK GEOFISIKA,18,16,100.0
UNIVERSITAS JAMBI,TEKNIK GEOFISIKA,20,33,60.61
UNIVERSITAS LAMPUNG,TEKNIK GEOFISIKA,17,109,15.6
UNIVERSITAS PATTIMURA,TEKNIK GEOFISIKA,7,17,41.18
UNIVERSITAS SYIAH KUALA,TEKNIK GEOFISIKA,20,105,19.05
"UPN ""VETERAN"" YOGYAKARTA",TEKNIK GEOFISIKA,18,185,9.73
