Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,TEKNOLOGI HASIL PERIKANAN,28,341,8.21
UNIVERSITAS BORNEO TARAKAN,TEKNOLOGI HASIL PERIKANAN,24,19,100.0
UNIVERSITAS BRAWIJAYA,TEKNOLOGI HASIL PERIKANAN,48,264,18.18
UNIVERSITAS DIPONEGORO,TEKNOLOGI HASIL PERIKANAN,24,268,8.96
UNIVERSITAS GADJAH MADA,TEKNOLOGI HASIL PERIKANAN,15,99,15.15
UNIVERSITAS HALUOLEO,TEKNOLOGI HASIL PERIKANAN,18,5,100.0
UNIVERSITAS HASANUDDIN,TEKNOLOGI HASIL PERIKANAN,8,0,100.0
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI HASIL PERIKANAN,12,20,60.0
UNIVERSITAS MARITIM RAJA ALI HAJI,TEKNOLOGI HASIL PERIKANAN,40,27,100.0
UNIVERSITAS MULAWARMAN,TEKNOLOGI HASIL PERIKANAN,24,16,100.0
UNIVERSITAS NEGERI GORONTALO,TEKNOLOGI HASIL PERIKANAN,65,12,100.0
UNIVERSITAS PALANGKARAYA,TEKNOLOGI HASIL PERIKANAN,23,23,100.0
UNIVERSITAS RIAU,TEKNOLOGI HASIL PERIKANAN,36,128,28.12
UNIVERSITAS SAM RATULANGI,TEKNOLOGI HASIL PERIKANAN,10,9,100.0
UNIVERSITAS SRIWIJAYA,TEKNOLOGI HASIL PERIKANAN,20,87,22.99
