Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BORNEO TARAKAN,PENDIDIKAN BAHASA INDONESIA,24,67,35.82
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM,PENDIDIKAN BAHASA INDONESIA,21,162,12.96
UNIVERSITAS JENDERAL SOEDIRMAN,PENDIDIKAN BAHASA INDONESIA,18,182,9.89
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN BAHASA INDONESIA,50,179,27.93
UNIVERSITAS MARITIM RAJA ALI HAJI,PENDIDIKAN BAHASA INDONESIA,60,106,56.6
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN BAHASA INDONESIA,23,384,5.99
UNIVERSITAS PAPUA,PENDIDIKAN BAHASA INDONESIA,12,6,100.0
UNIVERSITAS SAMUDRA,PENDIDIKAN BAHASA INDONESIA,16,78,20.51
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN BAHASA INDONESIA,40,12,100.0
UNIVERSITAS SILIWANGI,PENDIDIKAN BAHASA INDONESIA,24,271,8.86
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN BAHASA INDONESIA,24,385,6.23
UNIVERSITAS SYIAH KUALA,PENDIDIKAN BAHASA INDONESIA,23,103,22.33
