Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BENGKULU,PENDIDIKAN GURU SEKOLAH DASAR,32,980,3.27
UNIVERSITAS BORNEO TARAKAN,PENDIDIKAN GURU SEKOLAH DASAR,48,177,27.12
UNIVERSITAS CENDERAWASIH,PENDIDIKAN GURU SEKOLAH DASAR,15,26,57.69
UNIVERSITAS JEMBER,PENDIDIKAN GURU SEKOLAH DASAR,40,589,6.79
UNIVERSITAS MATARAM,PENDIDIKAN GURU SEKOLAH DASAR,48,770,6.23
UNIVERSITAS MULAWARMAN,PENDIDIKAN GURU SEKOLAH DASAR,24,529,4.54
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN GURU SEKOLAH DASAR,51,15,100.0
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN GURU SEKOLAH DASAR,75,1363,5.5
UNIVERSITAS NEGERI MALANG,PENDIDIKAN GURU SEKOLAH DASAR,90,1341,6.71
UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN GURU SEKOLAH DASAR,158,2006,7.88
UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN GURU SEKOLAH DASAR,68,1418,4.8
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN GURU SEKOLAH DASAR,105,413,25.42
UNIVERSITAS SAMUDRA,PENDIDIKAN GURU SEKOLAH DASAR,48,355,13.52
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN GURU SEKOLAH DASAR,24,550,4.36
UNIVERSITAS SYIAH KUALA,PENDIDIKAN GURU SEKOLAH DASAR,30,839,3.58
