Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN TEKNIK MESIN,20,9,100.0
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN TEKNIK MESIN,11,65,16.92
UNIVERSITAS NEGERI MALANG,PENDIDIKAN TEKNIK MESIN,27,138,19.57
UNIVERSITAS NEGERI MEDAN,PENDIDIKAN TEKNIK MESIN,22,128,17.19
UNIVERSITAS NEGERI PADANG,PENDIDIKAN TEKNIK MESIN,25,117,21.37
UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN TEKNIK MESIN,27,152,17.76
UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN TEKNIK MESIN,27,364,7.42
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN TEKNIK MESIN,9,11,81.82
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK MESIN,30,257,11.67
UNIVERSITAS SEBELAS MARET,PENDIDIKAN TEKNIK MESIN,16,169,9.47
