Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,ILMU TANAH,S1,36,244,14.75
UNIVERSITAS BENGKULU,ILMU TANAH,S1,10,56,17.86
UNIVERSITAS GADJAH MADA,ILMU TANAH,S1,15,143,10.49
UNIVERSITAS HALUOLEO,ILMU TANAH,S1,12,9,100.0
UNIVERSITAS HASANUDDIN,ILMU TANAH,S1,20,0,100.0
UNIVERSITAS JEMBER,ILMU TANAH,S1,24,68,35.29
UNIVERSITAS KHAIRUN,ILMU TANAH,S1,15,2,100.0
UNIVERSITAS LAMBUNG MANGKURAT,ILMU TANAH,S1,10,48,20.83
UNIVERSITAS LAMPUNG,ILMU TANAH,S1,18,78,23.08
UNIVERSITAS MATARAM,ILMU TANAH,S1,18,70,25.71
UNIVERSITAS PAPUA,ILMU TANAH,S1,18,0,100.0
UNIVERSITAS PATTIMURA,ILMU TANAH,S1,10,2,100.0
UNIVERSITAS SAM RATULANGI,ILMU TANAH,S1,12,4,100.0
UNIVERSITAS SEBELAS MARET,ILMU TANAH,S1,24,293,8.19
UNIVERSITAS SRIWIJAYA,ILMU TANAH,S1,20,117,17.09
UNIVERSITAS SYIAH KUALA,ILMU TANAH,S1,20,125,16.0
UNIVERSITAS TANJUNGPURA,ILMU TANAH,S1,24,38,63.16
"UPN ""VETERAN"" YOGYAKARTA",ILMU TANAH,S1,24,206,11.65
