Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS NEGERI SURABAYA,PEND. TEKNIK MESIN,S1,20,137,14.6
UNIVERSITAS NUSA CENDANA,PEND. TEKNIK MESIN,S1,15,2,100.0
UNIVERSITAS PALANGKARAYA,PEND. TEKNIK MESIN,S1,8,10,80.0
