Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK MESIN,S1,20,148,13.51
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK MESIN,S1,52,816,6.37
INSTITUT TEKNOLOGI SUMATERA,TEKNIK MESIN,S1,59,179,32.96
UNIVERSITAS ANDALAS,TEKNIK MESIN,S1,45,444,10.14
UNIVERSITAS BANGKA BELITUNG,TEKNIK MESIN,S1,25,39,64.1
UNIVERSITAS BENGKULU,TEKNIK MESIN,S1,20,77,25.97
UNIVERSITAS BORNEO TARAKAN,TEKNIK MESIN,S1,12,12,100.0
UNIVERSITAS BRAWIJAYA,TEKNIK MESIN,S1,60,693,8.66
UNIVERSITAS CENDERAWASIH,TEKNIK MESIN,S1,24,1,100.0
UNIVERSITAS DIPONEGORO,TEKNIK MESIN,S1,44,807,5.45
UNIVERSITAS GADJAH MADA,TEKNIK MESIN,S1,35,768,4.56
UNIVERSITAS HALUOLEO,TEKNIK MESIN,S1,18,30,60.0
UNIVERSITAS HASANUDDIN,TEKNIK MESIN,S1,30,260,11.54
UNIVERSITAS INDONESIA,TEKNIK MESIN,S1,16,221,7.24
UNIVERSITAS JEMBER,TEKNIK MESIN,S1,36,338,10.65
UNIVERSITAS KHAIRUN,TEKNIK MESIN,S1,24,1,100.0
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK MESIN,S1,18,54,33.33
UNIVERSITAS LAMPUNG,TEKNIK MESIN,S1,30,137,21.9
UNIVERSITAS MALIKUSSALEH,TEKNIK MESIN,S1,150,133,100.0
UNIVERSITAS MATARAM,TEKNIK MESIN,S1,30,43,69.77
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK MESIN,S1,15,0,100.0
UNIVERSITAS NEGERI JAKARTA,TEKNIK MESIN,S1,10,372,2.69
UNIVERSITAS NEGERI MAKASSAR,TEKNIK MESIN,D4,11,0,100.0
UNIVERSITAS NEGERI MALANG,TEKNIK MESIN,S1,18,348,5.17
UNIVERSITAS NEGERI MANADO,TEKNIK MESIN,S1,24,9,100.0
UNIVERSITAS NEGERI SEMARANG,TEKNIK MESIN,S1,36,447,8.05
UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,D4,15,0,100.0
UNIVERSITAS NEGERI SURABAYA,TEKNIK MESIN,S1,20,435,4.6
UNIVERSITAS NUSA CENDANA,TEKNIK MESIN,S1,20,16,100.0
UNIVERSITAS PATTIMURA,TEKNIK MESIN,S1,80,23,100.0
UNIVERSITAS RIAU,TEKNIK MESIN,S1,36,303,11.88
UNIVERSITAS SAM RATULANGI,TEKNIK MESIN,S1,15,21,71.43
UNIVERSITAS SAMUDRA,TEKNIK MESIN,S1,32,45,71.11
UNIVERSITAS SEBELAS MARET,TEKNIK MESIN,S1,30,650,4.62
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,TEKNIK MESIN,S1,20,10,100.0
UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK MESIN,S1,35,266,13.16
UNIVERSITAS SRIWIJAYA,TEKNIK MESIN,S1,28,420,6.67
UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK MESIN,S1,24,227,10.57
UNIVERSITAS SUMATERA UTARA,TEKNIK MESIN,S1,30,500,6.0
UNIVERSITAS SYIAH KUALA,TEKNIK MESIN,S1,35,162,21.6
UNIVERSITAS TADULAKO,TEKNIK MESIN,S1,20,29,68.97
UNIVERSITAS TANJUNGPURA,TEKNIK MESIN,S1,8,45,17.78
UNIVERSITAS TEUKU UMAR,TEKNIK MESIN,S1,28,37,75.68
UNIVERSITAS TIDAR,TEKNIK MESIN,S1,32,200,16.0
UNIVERSITAS TRUNOJOYO MADURA,TEKNIK MESIN,S1,24,89,26.97
UNIVERSITAS UDAYANA,TEKNIK MESIN,S1,54,146,36.99
"UPN ""VETERAN"" JAKARTA",TEKNIK MESIN,S1,21,260,8.08
"UPN ""VETERAN"" JAWA TIMUR",TEKNIK MESIN,S1,16,0,100.0
