Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT PERTANIAN BOGOR,MANAJEMEN SUMBERDAYA PERAIRAN,38,319,11.91
UNIVERSITAS BANGKA BELITUNG,MANAJEMEN SUMBERDAYA PERAIRAN,25,71,35.21
UNIVERSITAS BRAWIJAYA,MANAJEMEN SUMBERDAYA PERAIRAN,48,365,13.15
UNIVERSITAS DIPONEGORO,MANAJEMEN SUMBERDAYA PERAIRAN,32,301,10.63
UNIVERSITAS HALUOLEO,MANAJEMEN SUMBERDAYA PERAIRAN,18,7,100.0
UNIVERSITAS HASANUDDIN,MANAJEMEN SUMBERDAYA PERAIRAN,19,174,10.92
UNIVERSITAS JENDERAL SOEDIRMAN,MANAJEMEN SUMBERDAYA PERAIRAN,30,242,12.4
UNIVERSITAS KHAIRUN,MANAJEMEN SUMBERDAYA PERAIRAN,18,7,100.0
UNIVERSITAS MARITIM RAJA ALI HAJI,MANAJEMEN SUMBERDAYA PERAIRAN,40,54,74.07
UNIVERSITAS MUSAMUS MERAUKE,MANAJEMEN SUMBERDAYA PERAIRAN,9,1,100.0
UNIVERSITAS PALANGKARAYA,MANAJEMEN SUMBERDAYA PERAIRAN,23,35,65.71
UNIVERSITAS PAPUA,MANAJEMEN SUMBERDAYA PERAIRAN,12,0,100.0
UNIVERSITAS RIAU,MANAJEMEN SUMBERDAYA PERAIRAN,36,162,22.22
UNIVERSITAS SAM RATULANGI,MANAJEMEN SUMBERDAYA PERAIRAN,10,13,76.92
UNIVERSITAS TRUNOJOYO MADURA,MANAJEMEN SUMBERDAYA PERAIRAN,36,101,35.64
