Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,HUKUM,S1,180,1085,16.59
UNIVERSITAS BANGKA BELITUNG,HUKUM,S1,45,138,32.61
UNIVERSITAS BORNEO TARAKAN,HUKUM,S1,72,119,60.5
UNIVERSITAS DIPONEGORO,HUKUM,S1,160,1949,8.21
UNIVERSITAS GADJAH MADA,HUKUM,S1,83,1433,5.79
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,HUKUM,S1,40,136,29.41
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,HUKUM,S1,24,141,17.02
UNIVERSITAS JENDERAL SOEDIRMAN,HUKUM,S1,75,697,10.76
UNIVERSITAS LAMPUNG,HUKUM,S1,145,830,17.47
UNIVERSITAS MALIKUSSALEH,HUKUM,S1,225,285,78.95
UNIVERSITAS MULAWARMAN,HUKUM,S1,100,464,21.55
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,HUKUM,S1,40,14,100.0
UNIVERSITAS SULTAN AGENG TIRTAYASA,HUKUM,S1,80,589,13.58
UNIVERSITAS TIDAR,HUKUM,S1,40,165,24.24
"UPN ""VETERAN"" JAKARTA",HUKUM,S1,70,761,9.2
"UPN ""VETERAN"" JAWA TIMUR",HUKUM,S1,66,412,16.02
