Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS CENDERAWASIH,PEND. KIMIA,S1,15,4,100.0
UNIVERSITAS JAMBI,PEND. KIMIA,S1,30,118,25.42
UNIVERSITAS KHAIRUN,PEND. KIMIA,S1,18,11,100.0
UNIVERSITAS LAMBUNG MANGKURAT,PEND. KIMIA,S1,20,76,26.32
UNIVERSITAS LAMPUNG,PEND. KIMIA,S1,28,193,14.51
UNIVERSITAS NEGERI MANADO,PEND. KIMIA,S1,18,18,100.0
UNIVERSITAS NEGERI SURABAYA,PEND. KIMIA,S1,25,315,7.94
UNIVERSITAS NUSA CENDANA,PEND. KIMIA,S1,30,60,50.0
UNIVERSITAS PALANGKARAYA,PEND. KIMIA,S1,18,28,64.29
UNIVERSITAS PATTIMURA,PEND. KIMIA,S1,20,19,100.0
UNIVERSITAS RIAU,PEND. KIMIA,S1,24,196,12.24
UNIVERSITAS SRIWIJAYA,PEND. KIMIA,S1,16,166,9.64
UNIVERSITAS TADULAKO,PEND. KIMIA,S1,40,38,100.0
UNIVERSITAS TANJUNGPURA,PEND. KIMIA,S1,22,80,27.5
