Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS HALUOLEO,PENDIDIKAN GEOGRAFI,S1,30,142,21.13
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM,PENDIDIKAN GEOGRAFI,S1,21,122,17.21
UNIVERSITAS JEMBER,PENDIDIKAN GEOGRAFI,S1,27,202,13.37
UNIVERSITAS MULAWARMAN,PENDIDIKAN GEOGRAFI,S1,24,109,22.02
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN GEOGRAFI,S1,40,53,75.47
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN GEOGRAFI,S1,20,311,6.43
UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN GEOGRAFI,S1,22,208,10.58
UNIVERSITAS NEGERI MALANG,PENDIDIKAN GEOGRAFI,S1,48,354,13.56
UNIVERSITAS NEGERI MEDAN,PENDIDIKAN GEOGRAFI,S1,36,440,8.18
UNIVERSITAS NEGERI PADANG,PENDIDIKAN GEOGRAFI,S1,24,382,6.28
UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN GEOGRAFI,S1,30,367,8.17
UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN GEOGRAFI,S1,27,443,6.09
UNIVERSITAS PATTIMURA,PENDIDIKAN GEOGRAFI,S1,20,27,74.07
UNIVERSITAS PENDIDIKAN GANESHA,PENDIDIKAN GEOGRAFI,S1,9,29,31.03
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN GEOGRAFI,S1,20,377,5.31
UNIVERSITAS SAMUDRA,PENDIDIKAN GEOGRAFI,S1,32,72,44.44
UNIVERSITAS SEBELAS MARET,PENDIDIKAN GEOGRAFI,S1,16,237,6.75
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN GEOGRAFI,S1,30,18,100.0
UNIVERSITAS SILIWANGI,PENDIDIKAN GEOGRAFI,S1,24,228,10.53
UNIVERSITAS SYIAH KUALA,PENDIDIKAN GEOGRAFI,S1,25,146,17.12
UNIVERSITAS TANJUNGPURA,PENDIDIKAN GEOGRAFI,S1,15,88,17.05
