Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS AIRLANGGA,AKUAKULTUR,S1,32,318,10.06
UNIVERSITAS BANGKA BELITUNG,AKUAKULTUR,S1,20,21,95.24
UNIVERSITAS BORNEO TARAKAN,AKUAKULTUR,S1,24,6,100.0
UNIVERSITAS DIPONEGORO,AKUAKULTUR,S1,32,320,10.0
UNIVERSITAS JENDERAL SOEDIRMAN,AKUAKULTUR,S1,30,108,27.78
UNIVERSITAS MALIKUSSALEH,AKUAKULTUR,S1,45,32,100.0
UNIVERSITAS MULAWARMAN,AKUAKULTUR,S1,24,44,54.55
UNIVERSITAS PENDIDIKAN GANESHA,AKUAKULTUR,S1,18,2,100.0
UNIVERSITAS TEUKU UMAR,AKUAKULTUR,S1,12,16,75.0
UNIVERSITAS TIDAR,AKUAKULTUR,S1,30,103,29.13
