Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
INSTITUT TEKNOLOGI KALIMANTAN,SISTEM INFORMASI,S1,30,199,15.08
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,SISTEM INFORMASI,S1,44,758,5.8
UNIVERSITAS AIRLANGGA,SISTEM INFORMASI,S1,20,452,4.42
UNIVERSITAS ANDALAS,SISTEM INFORMASI,S1,26,641,4.06
UNIVERSITAS BENGKULU,SISTEM INFORMASI,S1,10,99,10.1
UNIVERSITAS BRAWIJAYA,SISTEM INFORMASI,S1,60,1276,4.7
UNIVERSITAS CENDERAWASIH,SISTEM INFORMASI,S1,15,15,100.0
UNIVERSITAS INDONESIA,SISTEM INFORMASI,S1,30,672,4.46
UNIVERSITAS ISLAM NEGERI ALAUDDIN,SISTEM INFORMASI,S1,21,147,14.29
UNIVERSITAS ISLAM NEGERI JAKARTA,SISTEM INFORMASI,S1,30,713,4.21
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM,SISTEM INFORMASI,S1,12,201,5.97
UNIVERSITAS ISLAM NEGERI SUMATERA UTARA,SISTEM INFORMASI,S1,53,290,18.28
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,SISTEM INFORMASI,S1,21,254,8.27
UNIVERSITAS JAMBI,SISTEM INFORMASI,S1,63,517,12.19
UNIVERSITAS JEMBER,SISTEM INFORMASI,S1,30,555,5.41
UNIVERSITAS MALIKUSSALEH,SISTEM INFORMASI,S1,100,203,49.26
UNIVERSITAS MULAWARMAN,SISTEM INFORMASI,S1,30,246,12.2
UNIVERSITAS MUSAMUS MERAUKE,SISTEM INFORMASI,S1,19,22,86.36
UNIVERSITAS NEGERI GORONTALO,SISTEM INFORMASI,S1,40,174,22.99
UNIVERSITAS NEGERI SEMARANG,SISTEM INFORMASI,S1,12,341,3.52
UNIVERSITAS NEGERI SURABAYA,SISTEM INFORMASI,S1,20,489,4.09
UNIVERSITAS PENDIDIKAN GANESHA,SISTEM INFORMASI,S1,24,58,41.38
UNIVERSITAS RIAU,SISTEM INFORMASI,S1,24,465,5.16
UNIVERSITAS SAM RATULANGI,SISTEM INFORMASI,S1,28,35,80.0
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,SISTEM INFORMASI,S1,40,35,100.0
UNIVERSITAS SINGAPERBANGSA KARAWANG,SISTEM INFORMASI,S1,30,339,8.85
UNIVERSITAS SRIWIJAYA,SISTEM INFORMASI,S1,34,859,3.96
UNIVERSITAS TADULAKO,SISTEM INFORMASI,S1,10,0,100.0
UNIVERSITAS TANJUNGPURA,SISTEM INFORMASI,S1,20,178,11.24
UNIVERSITAS TRUNOJOYO MADURA,SISTEM INFORMASI,S1,60,160,37.5
"UPN ""VETERAN"" JAKARTA",SISTEM INFORMASI,S1,35,767,4.56
"UPN ""VETERAN"" JAWA TIMUR",SISTEM INFORMASI,S1,48,569,8.44
"UPN ""VETERAN"" YOGYAKARTA",SISTEM INFORMASI,S1,20,246,8.13
