Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS CENDERAWASIH,PEND. BAHASA INGGRIS,15,18,83.33
UNIVERSITAS JAMBI,PEND. BAHASA INGGRIS,30,280,10.71
UNIVERSITAS KHAIRUN,PEND. BAHASA INGGRIS,27,28,96.43
UNIVERSITAS LAMBUNG MANGKURAT,PEND. BAHASA INGGRIS,20,296,6.76
UNIVERSITAS PALANGKARAYA,PEND. BAHASA INGGRIS,20,145,13.79
UNIVERSITAS PATTIMURA,PEND. BAHASA INGGRIS,20,67,29.85
UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. BAHASA INGGRIS,45,355,12.68
UNIVERSITAS TADULAKO,PEND. BAHASA INGGRIS,62,212,29.25
UNIVERSITAS TANJUNGPURA,PEND. BAHASA INGGRIS,20,357,5.6
UNIVERSITAS TIMOR,PEND. BAHASA INGGRIS,20,14,100.0
