Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN KHUSUS,S1,30,228,13.16
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KHUSUS,S1,20,279,7.17
UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN KHUSUS,S1,16,77,20.78
