Universitas,Jurusan,Jenjang,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS ANDALAS,AGROEKOTEKNOLOGI,S1,45,38,100.0
UNIVERSITAS BENGKULU,AGROEKOTEKNOLOGI,S1,24,170,14.12
UNIVERSITAS BRAWIJAYA,AGROEKOTEKNOLOGI,S1,243,1564,15.54
UNIVERSITAS DIPONEGORO,AGROEKOTEKNOLOGI,S1,30,462,6.49
UNIVERSITAS JAMBI,AGROEKOTEKNOLOGI,S1,75,304,24.67
UNIVERSITAS LAMBUNG MANGKURAT,AGROEKOTEKNOLOGI,S1,10,87,11.49
UNIVERSITAS MALIKUSSALEH,AGROEKOTEKNOLOGI,S1,120,272,44.12
UNIVERSITAS MATARAM,AGROEKOTEKNOLOGI,S1,30,119,25.21
UNIVERSITAS MULAWARMAN,AGROEKOTEKNOLOGI,S1,34,122,27.87
UNIVERSITAS SAM RATULANGI,AGROEKOTEKNOLOGI,S1,12,29,41.38
UNIVERSITAS SRIWIJAYA,AGROEKOTEKNOLOGI,S1,20,209,9.57
UNIVERSITAS SULAWESI BARAT,AGROEKOTEKNOLOGI,S1,16,12,100.0
UNIVERSITAS SULTAN AGENG TIRTAYASA,AGROEKOTEKNOLOGI,S1,40,353,11.33
UNIVERSITAS SUMATERA UTARA,AGROEKOTEKNOLOGI,S1,90,945,9.52
UNIVERSITAS TRUNOJOYO MADURA,AGROEKOTEKNOLOGI,S1,54,219,24.66
UNIVERSITAS UDAYANA,AGROEKOTEKNOLOGI,S1,60,219,27.4
