Universitas,Jurusan,Daya Tampung 2021,Peminat 2020,Persentase
UNIVERSITAS BANGKA BELITUNG,ILMU KELAUTAN,15,53,28.3
UNIVERSITAS BENGKULU,ILMU KELAUTAN,16,73,21.92
UNIVERSITAS BRAWIJAYA,ILMU KELAUTAN,48,407,11.79
UNIVERSITAS CENDERAWASIH,ILMU KELAUTAN,15,4,100.0
UNIVERSITAS DIPONEGORO,ILMU KELAUTAN,40,511,7.83
UNIVERSITAS HALUOLEO,ILMU KELAUTAN,18,9,100.0
UNIVERSITAS HASANUDDIN,ILMU KELAUTAN,30,192,15.62
UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,ILMU KELAUTAN,21,134,15.67
UNIVERSITAS JENDERAL SOEDIRMAN,ILMU KELAUTAN,30,221,13.57
UNIVERSITAS KHAIRUN,ILMU KELAUTAN,18,22,81.82
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KELAUTAN,12,31,38.71
UNIVERSITAS LAMPUNG,ILMU KELAUTAN,10,53,18.87
UNIVERSITAS MALIKUSSALEH,ILMU KELAUTAN,30,42,71.43
UNIVERSITAS MARITIM RAJA ALI HAJI,ILMU KELAUTAN,40,48,83.33
UNIVERSITAS MATARAM,ILMU KELAUTAN,20,0,100.0
UNIVERSITAS MULAWARMAN,ILMU KELAUTAN,24,39,61.54
UNIVERSITAS PADJADJARAN,ILMU KELAUTAN,30,323,9.29
UNIVERSITAS PAPUA,ILMU KELAUTAN,12,3,100.0
UNIVERSITAS RIAU,ILMU KELAUTAN,36,219,16.44
UNIVERSITAS SAM RATULANGI,ILMU KELAUTAN,24,31,77.42
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,ILMU KELAUTAN,20,0,100.0
UNIVERSITAS SRIWIJAYA,ILMU KELAUTAN,24,141,17.02
UNIVERSITAS SYIAH KUALA,ILMU KELAUTAN,45,179,25.14
UNIVERSITAS TANJUNGPURA,ILMU KELAUTAN,20,25,80.0
UNIVERSITAS TEUKU UMAR,ILMU KELAUTAN,16,22,72.73
UNIVERSITAS TRUNOJOYO MADURA,ILMU KELAUTAN,54,166,32.53
UNIVERSITAS UDAYANA,ILMU KELAUTAN,30,145,20.69
